[locus_tag=SynWH7803_0001],[protein_id=CAK22427.1],[gene=dnaN],[protein=DNA polymerase III beta subunit],[locus_tag=PMT_0001],[protein_id=CAE20176.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[evalue=0.00000E+00]
[locus_tag=SynWH7803_0061],[protein_id=CAK22487.1],[gene=None],[protein=Glycosyltransferase of family GT2; possible processive Glycosyltransferase],[locus_tag=PMT_0058],[protein_id=CAE20233.1],[gene=None],"[protein=Glycosyl transferase, family 2]",[evalue=0.00000E+00]
[locus_tag=SynWH7803_0062],[protein_id=CAK22488.1],[gene=dnaX],[protein=DNA polymerase III gamma/tau subunit],[locus_tag=PMT_0059],[protein_id=CAE20234.1],[gene=dnaX],"[protein=DNA polymerase, gamma and tau subunits]",[evalue=0.00000E+00]
[locus_tag=SynWH7803_0063],[protein_id=CAK22489.1],[gene=None],[protein=Conserved hypothetical protein with NC domain],[locus_tag=PMT_0060],[protein_id=CAE20235.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.89933E-106]
[locus_tag=SynWH7803_0064],[protein_id=CAK22490.1],[gene=clpX],"[protein=ATP-dependent Clp protease ATP-binding subunit, ClpX]",[locus_tag=PMT_0061],[protein_id=CAE20236.1],[gene=clpX],"[protein=putative Clp protease ATP-binding subunit, ClpX]",[evalue=0.00000E+00]
[locus_tag=SynWH7803_0069],[protein_id=CAK22495.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMT_1158],[protein_id=CAE21333.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.66950E-23]
[locus_tag=SynWH7803_0070],[protein_id=CAK22496.1],[gene=clpP],[protein=Protease subunit of ATP-dependent Clp protease],[locus_tag=PMT_0062],[protein_id=CAE20237.1],[gene=clpP2],[protein=Clp protease proteolytic subunit],[evalue=1.09779E-145],[locus_tag=PMT_0676],[protein_id=CAE20851.1],[gene=clpP1],[protein=Clp protease proteolytic subunit],[evalue=1.90481E-95],[locus_tag=PMT_0314],[protein_id=CAE20489.1],[gene=clpP3],[protein=Clp protease subunit],[evalue=9.89917E-83]
[locus_tag=SynWH7803_0071],[protein_id=CAK22497.1],[gene=tig],[protein=Trigger factor],[locus_tag=PMT_0063],[protein_id=CAE20238.1],[gene=None],[protein=FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase)],[evalue=0.00000E+00],[locus_tag=PMT_1011],[protein_id=CAE21186.1],[gene=tig],[protein=putative trigger factor],[evalue=7.62685E-34]
[locus_tag=SynWH7803_0072],[protein_id=CAK22498.1],[gene=asd],[protein=Aspartate-semialdehyde dehydrogenase],[locus_tag=PMT_0064],[protein_id=CAE20239.1],[gene=asd],[protein=aspartate Semialdehyde dehydrogenase],[evalue=4.37736E-172],[locus_tag=PMT_2280],[protein_id=CAX31802.1],[gene=None],[protein=Hypothetical protein],[evalue=5.91519E-17]
[locus_tag=SynWH7803_0073],[protein_id=CAK22499.1],[gene=dapA],[protein=Dihydrodipicolinate synthase],[locus_tag=PMT_0065],[protein_id=CAE20240.1],[gene=dapA],[protein=Dihydrodipicolinate synthetase],[evalue=4.21599E-170]
[locus_tag=SynWH7803_0074],[protein_id=CAK22500.1],[gene=None],[protein=Predicted hydrolase of the metallo-beta-lactamase superfamily],[locus_tag=PMT_0066],[protein_id=CAE20241.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=SynWH7803_0075],[protein_id=CAK22501.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMT_0067],[protein_id=CAE20242.1],[gene=None],[protein=hypothetical protein],[evalue=2.26779E-36]
[locus_tag=SynWH7803_0076],[protein_id=CAK22502.1],[gene=mesJ],[protein=tRNA(Ile)-lysidine synthase],[locus_tag=PMT_0068],[protein_id=CAE20243.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.59655E-111]
[locus_tag=SynWH7803_0077],[protein_id=CAK22503.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMT_0069],[protein_id=CAE20244.1],[gene=ycf23],[protein=conserved hypothetical protein],[evalue=1.01733E-129]
[locus_tag=SynWH7803_0078],[protein_id=CAK22504.1],[gene=None],[protein=Uncharacterized conserved membrane protein],[locus_tag=PMT_0070],[protein_id=CAE20245.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.61012E-39]
[locus_tag=SynWH7803_0079],[protein_id=CAK22505.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMT_0072],[protein_id=CAE20247.1],[gene=None],[protein=possible FAD binding domain],[evalue=2.43921E-23]
[locus_tag=SynWH7803_0080],[protein_id=CAK22506.1],[gene=uvrB],[protein=Helicase subunit of the DNA excision repair complex],[locus_tag=PMT_0071],[protein_id=CAE20246.1],[gene=uvrB],"[protein=excinuclease ABC, subunit B]",[evalue=0.00000E+00]
[locus_tag=SynWH7803_0081],[protein_id=CAK22507.1],[gene=lysC],[protein=Aspartokinase],[locus_tag=PMT_0073],[protein_id=CAE20248.1],[gene=lysC],[protein=Aspartate kinase],[evalue=0.00000E+00]
[locus_tag=SynWH7803_0082],[protein_id=CAK22508.1],[gene=holA],"[protein=DNA polymerase III, delta subunit]",[locus_tag=PMT_0074],[protein_id=CAE20249.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.95564E-171]
[locus_tag=SynWH7803_0083],[protein_id=CAK22509.1],[gene=cobH],[protein=Precorrin-8X methylmutase],[locus_tag=PMT_0075],[protein_id=CAE20250.1],[gene=cobH],[protein=putative Precorrin-8X methylmutase CobH],[evalue=9.75294E-93]
[locus_tag=SynWH7803_0084],[protein_id=CAK22510.1],[gene=mutS],[protein=DNA mismatch repair protein MutS],[locus_tag=PMT_0079],[protein_id=CAE20254.1],"[gene=mutS,fdv]",[protein=putative DNA mismatch repair protein],[evalue=0.00000E+00],[locus_tag=PMT_1546],[protein_id=CAE21721.1],[gene=mutS],[protein=putative DNA mismatch repair protein MutS family],[evalue=5.97897E-13]
[locus_tag=SynWH7803_0088],[protein_id=CAK22514.1],[gene=ribH],[protein=ribH Riboflavin synthase beta-chain],[locus_tag=PMT_0081],[protein_id=CAE20256.1],[gene=ribH],"[protein=Putative 6,7-dimethyl-8-ribityllumazine synthase or riboflavin synthase beta chain]",[evalue=5.00274E-100]
[locus_tag=SynWH7803_0092],[protein_id=CAK22518.1],[gene=galE],[protein=UDP-glucose-4-epimerase],[locus_tag=PMT_1907],[protein_id=CAE22082.1],[gene=galE],[protein=UDP-glucose-4-epimerase],[evalue=4.76722E-147],[locus_tag=PMT_0086],[protein_id=CAE20261.1],[gene=None],[protein=Possible UDP-glucose-4-epimerase],[evalue=2.87247E-22],[locus_tag=PMT_1903],[protein_id=CAE22078.1],[gene=None],[protein=Putative nucleotide sugar epimerase],[evalue=2.69210E-21]
[locus_tag=SynWH7803_0098],[protein_id=CAK22524.1],[gene=None],[protein=Possible acetyltransferase],[locus_tag=PMT_0082],[protein_id=CAE20257.1],[gene=None],[protein=None],[evalue=1.72766E-68]
[locus_tag=SynWH7803_0102],[protein_id=CAK22528.1],"[gene=rmlA, rfbA]",[protein=glucose-1-phosphate thymidylyltransferase],[locus_tag=PMT_0112],[protein_id=CAE20287.1],"[gene=rmlA, rfbA]",[protein=glucose-1-phosphate thymidylyltransferase],[evalue=0.00000E+00]
[locus_tag=SynWH7803_0103],[protein_id=CAK22529.1],[gene=rfbC],"[protein=dTDP-4-dehydrorhamnose 3,5-epimerase]",[locus_tag=PMT_0113],[protein_id=CAE20288.1],[gene=rfbC],"[protein=dTDP-4-dehydrorhamnose 3,5-epimerase]",[evalue=1.76176E-96]
[locus_tag=SynWH7803_0104],[protein_id=CAK22530.1],[gene=rfbD],[protein=putative dTDP-4-dehydrorhamnose reductase],[locus_tag=PMT_0114],[protein_id=CAE20289.1],[gene=rfbD],[protein=putative dTDP-4-dehydrorhamnose reductase],[evalue=2.75425E-138]
[locus_tag=SynWH7803_0105],[protein_id=CAK22531.1],[gene=None],[protein=Possible bacterial sugar transferase],[locus_tag=PMT_1908],[protein_id=CAE22083.1],[gene=None],[protein=possible sugar transferase],[evalue=2.75347E-157],[locus_tag=PMT_0311],[protein_id=CAE20486.1],[gene=None],[protein=galactosyl-1-phosphate transferase],[evalue=4.26450E-25]
[locus_tag=SynWH7803_0106],[protein_id=CAK22532.1],[gene=None],[protein=Possible Zn-dependent metalloprotease],[locus_tag=PMT_0088],[protein_id=CAE20263.1],[gene=None],[protein=possible protease],[evalue=4.67698E-34],[locus_tag=PMT_1289],[protein_id=CAE21464.1],[gene=None],[protein=hypthetical protein],[evalue=4.62514E-18],[locus_tag=PMT_0372],[protein_id=CAE20547.1],[gene=None],[protein=Hemolysin-type calcium-binding protein],[evalue=1.23300E-17]
[locus_tag=SynWH7803_0107],[protein_id=CAK22533.1],[gene=rfbB],"[protein=dTDP-glucose-4,6-dehydratase]",[locus_tag=PMT_0115],[protein_id=CAE20290.1],[gene=rfbB],"[protein=dTDP-glucose-4,6-dehydratase]",[evalue=0.00000E+00],[locus_tag=PMT_1903],[protein_id=CAE22078.1],[gene=None],[protein=Putative nucleotide sugar epimerase],[evalue=6.24787E-25],[locus_tag=PMT_1958],[protein_id=CAE22132.1],[gene=rfbB],[protein=NAD dependent epimerase/dehydratase family],[evalue=7.81690E-23]
[locus_tag=SynWH7803_0111],[protein_id=CAK22537.1],[gene=None],[protein=Atypical alkaline phosphatase with phytase-like insertion],[locus_tag=PMT_1878],[protein_id=CAE22053.1],[gene=None],[protein=Hemolysin-type calcium-binding protein],[evalue=1.74420E-12],[locus_tag=PMT_0372],[protein_id=CAE20547.1],[gene=None],[protein=Hemolysin-type calcium-binding protein],[evalue=5.04679E-11]
[locus_tag=SynWH7803_0113],[protein_id=CAK22539.1],[gene=wcaG],[protein=GDP-L fucose synthetase],[locus_tag=PMT_0086],[protein_id=CAE20261.1],[gene=None],[protein=Possible UDP-glucose-4-epimerase],[evalue=1.55464E-11]
