Locus tag,Protein ID,Gene,Protein name,Hit #1 locus tag,Protein ID,Gene,Protein name,E-value,Hit #2 locus tag,Protein ID,Gene,Protein name,E-value,Hit #3 locus tag,Protein ID,Gene,Protein name,E-value
PMM0046,CAE18505.1,None,Nucleoside diphosphate kinase,Syncc8109_2597,AHF64904.1,None,Nucleoside-diphosphate kinase,1.33230E-84,,,,,,,,,,
PMM0047,CAE18506.1,thiO,PUTATIVE THIAMINE BIOSYNTHESIS OXIDOREDUCTASE,Syncc8109_2596,AHF64903.1,thiO,putative thiamine biosynthesis oxidoreductase,2.07024E-138,Syncc8109_2743,AHF65049.1,None,D-amino acid oxidase,3.10617E-09,,,,,
PMM0048,CAE18507.1,gatB,Glutamyl-tRNA (Gln) amidotransferase subunit B,Syncc8109_2595,AHF64902.1,gatB,"glutamyl-tRNA(Gln) amidotransferase, B subunit",0.00000E+00,,,,,,,,,,
PMM0049,CAE18508.1,coaE,putative dephospho-CoA kinase,Syncc8109_2593,AHF64900.1,coaE,Dephospho-CoA kinase,1.20916E-46,,,,,,,,,,
PMM0050,CAE18509.1,argJ,ArgJ family,Syncc8109_2592,AHF64899.1,argJ,arginine biosynthesis bifunctional protein ArgJ,2.09700E-142,,,,,,,,,,
PMM0051,CAE18510.1,None,conserved hypothetical protein,Syncc8109_1586,AHF63943.1,None,hypothetical protein,1.65027E-89,Syncc8109_2448,AHF64757.1,None,ATPases involved in chromosome partitioning-like protein,1.70881E-84,,,,,
PMM0052,CAE18511.1,None,Aldo/keto reductase family,Syncc8109_0427,AHF62827.1,None,hypothetical protein,4.63488E-105,,,,,,,,,,
PMM0053,CAE18512.1,None,Putative RNA methylase family UPF0020,Syncc8109_2336,AHF64657.1,None,putative RNA methylase family UPF0020,2.21173E-123,,,,,,,,,,
PMM0054,CAE18513.1,None,conserved hypothetical protein,Syncc8109_2337,AHF64658.1,None,hypothetical protein,1.63876E-34,,,,,,,,,,
PMM0055,CAE18514.1,None,conserved hypothetical protein,Syncc8109_2338,AHF64659.1,None,hypothetical protein,4.26508E-45,,,,,,,,,,
PMM0056,CAE18515.1,None,conserved hypothetical protein,Syncc8109_2339,AHF64660.1,None,hypothetical protein,5.99831E-18,,,,,,,,,,
PMM0057,CAE18516.1,None,"putative chromosome segregation protein, SMC ATPase superfamily",Syncc8109_2341,AHF64662.1,None,chromosome segregation protein SMC,0.00000E+00,,,,,,,,,,
PMM0058,CAE18517.1,None,conserved hypothetical protein,Syncc8109_2342,AHF64663.1,None,hypothetical protein,2.07189E-142,,,,,,,,,,
PMM0059,CAE18518.1,None,conserved hypothetical protein,Syncc8109_2344,AHF64665.1,None,hypothetical protein,3.01485E-152,,,,,,,,,,
PMM0060,CAE18519.1,"accC, fabG","acetyl-CoA carboxylase, biotin carboxylase subunit",Syncc8109_2347,AHF64666.1,accC,"acetyl-CoA carboxylase, biotin carboxylase",0.00000E+00,Syncc8109_0864,AHF63242.1,carB,"carbamoyl-phosphate synthase, large subunit",1.10485E-10,Syncc8109_0864,AHF63242.1,carB,"carbamoyl-phosphate synthase, large subunit",1.74141E-08
PMM0061,CAE18520.1,None,"YGGT family, conserved hypothetical integral membrane protein",Syncc8109_2348,AHF64667.1,None,hypothetical protein,3.13530E-29,Syncc8109_1243,AHF63611.1,None,hypothetical protein,4.93966E-08,,,,,
PMM0063,CAE18522.1,None,conserved hypothetical protein,Syncc8109_2350,AHF64669.1,None,hypothetical protein,8.40940E-82,,,,,,,,,,
PMM0064,CAE18523.1,hli2,possible high light inducible protein,Syncc8109_2353,AHF64672.1,hli2,putative high light inducible protein,1.66398E-18,Syncc8109_1986,AHF64330.1,hemH,ferrochelatase,5.50718E-08,Syncc8109_2154,AHF64489.1,hli3,Hli3,2.64686E-06
PMM0065,CAE18524.1,None,"ABC transporter, ATP binding protein",Syncc8109_2354,AHF64673.1,None,ATPase,0.00000E+00,Syncc8109_1717,AHF64073.1,None,ATPase,5.28068E-18,Syncc8109_1461,AHF63823.1,None,ATPase,1.04395E-16
PMM0067,CAE18526.1,None,HIT (Histidine triad) family protein,Syncc8109_2355,AHF64674.1,None,HIT (histidine triad) family protein,7.58749E-50,,,,,,,,,,
PMM0068,CAE18527.1,def,putative formylmethionine deformylase,Syncc8109_2360,AHF64679.1,def,Formylmethionine deformylase,1.20107E-94,,,,,,,,,,
PMM0069,CAE18528.1,None,Esterase/lipase/thioesterase family active site,Syncc8109_2361,AHF64680.1,None,putative peptidase,9.54051E-116,,,,,,,,,,
PMM0070,CAE18529.1,None,putative cysteine desulfurase or selenocysteine lyase,Syncc8109_2363,AHF64682.1,None,"cysteine desulfurase, SufS subfamily",0.00000E+00,Syncc8109_1288,AHF63655.1,nifS,putative cysteine desulfurase (class-V aminotransferase family),7.41913E-20,Syncc8109_2540,AHF64847.1,nifS,NifS-like aminotransferase class-V,2.65742E-19
PMM0071,CAE18530.1,None,"ABC transporter, membrane component",Syncc8109_2364,AHF64683.1,None,"ABC transporter, membrane component",6.86512E-75,Syncc8109_2366,AHF64685.1,sufB,FeS assembly protein SufB,9.02020E-10,,,,,
PMM0072,CAE18531.1,None,"ABC transporter, ATP binding component",Syncc8109_2365,AHF64684.1,sufC,FeS assembly ATPase SufC,1.73085E-129,Syncc8109_2565,AHF64872.1,None,ATPase,1.09307E-13,Syncc8109_2565,AHF64872.1,None,ATPase,3.85628E-11
PMM0073,CAE18532.1,None,"ABC transporter, membrane component",Syncc8109_2366,AHF64685.1,sufB,FeS assembly protein SufB,0.00000E+00,Syncc8109_2364,AHF64683.1,None,"ABC transporter, membrane component",8.16716E-14,,,,,
PMM0074,CAE18533.1,None,conserved hypothetical,Syncc8109_2369,AHF64688.1,None,hypothetical protein,3.29879E-12,,,,,,,,,,
PMM0075,CAE18534.1,None,conserved hypothetical protein,Syncc8109_2373,AHF64692.1,None,hypothetical protein,8.41545E-141,,,,,,,,,,
PMM1803,CAP16305.1,None,membrane protein,Syncc8109_2374,AHF64693.1,None,hypothetical protein,2.49247E-19,,,,,,,,,,
PMM0076,CAE18535.1,pgm,Phosphoglucomutase,Syncc8109_2381,AHF64698.1,pgm,phosphoglucomutase,0.00000E+00,Syncc8109_0223,AHF62636.1,None,phosphoglucomutase/phosphomannomutase family protein,5.56698E-17,,,,,
PMM0077,CAE18536.1,yrvN,"putative ATPase, AAA family",Syncc8109_2385,AHF64702.1,yrvN,ATPase,7.89359E-163,Syncc8109_0066,AHF62491.1,dnaX,DNA-directed DNA polymerase,7.95436E-14,Syncc8109_0141,AHF62561.1,ruvB,Holliday junction DNA helicase RuvB,2.72261E-11
PMM0079,CAE18538.1,bcp,putative bacterioferritin comigratory (BCP) protein,Syncc8109_2389,AHF64706.1,bcp,putative bacterioferritin comigratory (BCP) protein,2.97948E-75,Syncc8109_1547,AHF63907.1,None,putative bacterioferritin comigratory protein,5.94719E-26,Syncc8109_1257,AHF63625.1,None,Twin-arginine translocation pathway signal,8.77169E-22
PMM0080,CAE18539.1,None,conserved hypothetical protein,Syncc8109_2390,AHF64707.1,None,putative transcriptional regulator,2.77331E-34,,,,,,,,,,
PMM0081,CAE18540.1,cysH,Phosphoadenosine phosphosulfate reductase,Syncc8109_2391,AHF64708.1,cysH,phosphoadenosine phosphosulfate reductase,1.14642E-98,,,,,,,,,,
PMM0082,CAE18541.1,None,"putative NADH dehydrogenase, transport associated",Syncc8109_2392,AHF64709.1,None,"putative NADH dehydrogenase, transport associated",2.38628E-97,,,,,,,,,,
PMM0083,CAE18542.1,None,"putative sodium/sulfate transporter, DASS family",Syncc8109_2394,AHF64711.1,None,"putative sodium/sulfate transporter, DASS family",0.00000E+00,,,,,,,,,,
PMM0084,CAE18543.1,None,"possible sodium transporter, Trk family",Syncc8109_2395,AHF64712.1,trkH,"putative sodium transporter, trk family",1.48820E-175,,,,,,,,,,
PMM0085,CAE18544.1,None,"putative potassium channel, VIC family",Syncc8109_2396,AHF64713.1,trkA,"putative potassium channel, VIC family",1.25178E-129,Syncc8109_0676,AHF63061.1,trkA,"putative potassium channel, VIC family",5.23252E-09,,,,,
PMM0086,CAE18545.1,None,Conserved hypothetical protein,Syncc8109_2398,AHF64715.1,None,hypothetical protein,1.45020E-31,,,,,,,,,,
PMM0087,CAE18546.1,None,conserved hypothetical protein,Syncc8109_2399,AHF64716.1,None,hypothetical protein,8.08884E-30,,,,,,,,,,
PMM0088,CAE18547.1,None,conserved hypothetical protein,Syncc8109_2400,AHF64717.1,None,hypothetical protein,3.45499E-22,,,,,,,,,,
PMM0089,CAE18548.1,None,"ABC transporter, ATP binding component",Syncc8109_2402,AHF64719.1,None,ATPase,0.00000E+00,Syncc8109_2402,AHF64719.1,None,ATPase,2.21174E-22,Syncc8109_2402,AHF64719.1,None,ATPase,9.93839E-19
PMM1805,CAP16307.1,None,Conserved hypothetical protein,Syncc8109_2403,AHF64720.1,None,hypothetical protein,1.75525E-11,Syncc8109_1147,AHF63518.1,None,hypothetical protein,9.92059E-06,,,,,
PMM0090,CAE18549.1,None,possible serine protease,Syncc8109_2404,AHF64721.1,None,PDZ/DHR/GLGF protein,1.67739E-118,Syncc8109_2162,AHF64497.1,degP,PDZ/DHR/GLGF protein,2.00675E-94,Syncc8109_1713,AHF64069.1,None,PDZ/DHR/GLGF protein,9.60204E-70
PMM0091,CAE18550.1,None,conserved hypothetical protein,Syncc8109_2405,AHF64722.1,None,hypothetical protein,2.08675E-22,,,,,,,,,,
PMM0092,CAE18551.1,None,conserved hypothetical protein,Syncc8109_2406,AHF64723.1,None,hypothetical protein,1.12590E-64,,,,,,,,,,
PMM0093,CAE18552.1,hli1,possible high light inducible protein,Syncc8109_2409,AHF64726.1,hli6,putative high light inducible protein,4.75810E-21,Syncc8109_2642,AHF64949.1,hli5,putative high light inducible protein,6.34603E-08,Syncc8109_0931,AHF63308.1,None,putative high light inducible protein,4.91905E-06
PMM0095,CAE18554.1,None,similar to serum resistance locus BrkB,Syncc8109_2415,AHF64732.1,None,serum resistance locus BrkB-like protein,6.19387E-94,,,,,,,,,,
PMM0096,CAE18555.1,None,inositol monophosphate family protein,Syncc8109_2424,AHF64735.1,None,inositol monophosphate family protein,3.53548E-109,Syncc8109_1262,AHF63630.1,None,Inositol-1(or 4)-monophosphatase,8.14635E-20,Syncc8109_0628,AHF63013.1,cysQ,CysQ protein-like protein,2.05001E-10
PMM0097,CAE18556.1,None,possible RND family outer membrane efflux protein,Syncc8109_2425,AHF64736.1,None,putative RND family outer membrane efflux protein,2.33753E-58,,,,,,,,,,
PMM0098,CAE18557.1,None,possible Fe-S oxidoreductase,Syncc8109_2426,AHF64737.1,None,putative Fe-S oxidoreductase,0.00000E+00,,,,,,,,,,
PMM0099,CAE18558.1,None,conserved hypothetical protein,Syncc8109_2428,AHF64739.1,None,hypothetical protein,1.27942E-58,,,,,,,,,,
PMM0100,CAE18559.1,nadB,L-aspartate oxidase,Syncc8109_2430,AHF64741.1,nadB,L-aspartate oxidase,0.00000E+00,,,,,,,,,,
PMM0101,CAE18560.1,None,conserved hypothetical protein,Syncc8109_2431,AHF64742.1,None,Thioredoxin domain 2,3.65279E-100,Syncc8109_1211,AHF63581.1,None,hypothetical protein,3.41500E-15,Syncc8109_0557,AHF62944.1,None,hypothetical protein,5.77217E-12
PMM0102,CAE18561.1,None,possible Fe-S oxidoreductase,Syncc8109_2432,AHF64743.1,None,hypothetical protein,0.00000E+00,Syncc8109_1876,AHF64225.1,miaB,Protein of unknown function UPF0004,1.30634E-53,,,,,
PMM0103,CAE18562.1,None,conserved hypothetical protein,Syncc8109_2439,AHF64748.1,None,hypothetical protein,2.07538E-35,,,,,,,,,,
PMM0104,CAE18563.1,None,conserved hypothetical protein,Syncc8109_2440,AHF64749.1,None,hypothetical protein,2.38877E-147,,,,,,,,,,
PMM0105,CAE18564.1,ribG,RibD/ribG C-terminal domain,Syncc8109_2441,AHF64750.1,None,putative riboflavin-specific deaminase,6.04409E-50,,,,,,,,,,
PMM0106,CAE18565.1,None,6-pyruvoyl tetrahydropterin synthase,Syncc8109_2442,AHF64751.1,None,6-pyruvoyltetrahydropterin synthase,1.69732E-166,,,,,,,,,,
PMM0107,CAE18566.1,aroK,Shikimate kinase,Syncc8109_2443,AHF64752.1,aroK,Shikimate kinase,2.21367E-51,,,,,,,,,,
PMM0108,CAE18567.1,None,conserved hypothetical protein,Syncc8109_2444,AHF64753.1,None,hypothetical protein,2.22529E-18,,,,,,,,,,
PMM0109,CAE18568.1,None,possible POLO box duplicated region.,Syncc8109_2445,AHF64754.1,None,hypothetical protein,9.20208E-45,,,,,,,,,,
PMM0110,CAE18569.1,None,putative glutathione S-transferase,Syncc8109_2446,AHF64755.1,None,putative glutathione S-transferase,8.26599E-78,,,,,,,,,,
PMM0111,CAE18570.1,None,conserved hypothetical protein,Syncc8109_2453,AHF64761.1,ycf33,Ycf33,3.47140E-08,,,,,,,,,,
PMM0112,CAE18571.1,rbfA,Ribosome-binding factor A,Syncc8109_2454,AHF64762.1,None,ribosome-binding factor A,1.22251E-29,,,,,,,,,,
PMM0113,CAE18572.1,hemD,putative uroporphyrinogen III synthase,Syncc8109_2457,AHF64765.1,hemD,Uroporphyrinogen-III synthase,2.68911E-96,,,,,,,,,,
PMM0114,CAE18573.1,None,conserved hypothetical protein,Syncc8109_2459,AHF64767.1,None,hypothetical protein,1.11140E-60,,,,,,,,,,
PMM0115,CAE18574.1,crtQ,zeta-carotene desaturase,Syncc8109_2460,AHF64768.1,crtQ,"Carotene 7,8-desaturase",0.00000E+00,Syncc8109_2504,AHF64811.1,crtD,"Carotene 7,8-desaturase",7.26626E-82,,,,,
PMM0116,CAE18575.1,None,conserved hypothetical protein,Syncc8109_2461,AHF64769.1,None,HesB/YadR/YfhF,3.84782E-58,,,,,,,,,,
PMM0117,CAE18576.1,None,conserved hypothetical protein,Syncc8109_2462,AHF64770.1,None,hypothetical protein,8.18498E-49,,,,,,,,,,
PMM0118,CAE18577.1,None,conserved hypothetical protein,Syncc8109_2464,AHF64772.1,None,hypothetical protein,6.74686E-107,Syncc8109_0422,AHF62825.1,None,hypothetical protein,3.40160E-23,,,,,
PMM0119,CAE18578.1,None,conserved hypothetical protein,Syncc8109_2465,AHF64773.1,None,hypothetical protein,7.93595E-14,,,,,,,,,,
PMM0120,CAE18579.1,None,putative cell division inhibitor,Syncc8109_2466,AHF64774.1,None,hypothetical protein,4.64676E-118,Syncc8109_2715,AHF65021.1,None,hypothetical protein,1.38373E-07,,,,,
PMM0121,CAE18580.1,None,conserved hypothetical protein,Syncc8109_2467,AHF64775.1,None,hypothetical protein,3.33360E-26,,,,,,,,,,
PMM0122,CAE18581.1,None,possible heat shock protein DnaJ,Syncc8109_2469,AHF64777.1,None,Heat shock protein DnaJ-like protein,3.67515E-68,Syncc8109_1591,AHF63948.1,dnaJ,Heat shock protein DnaJ-like protein,3.92593E-08,Syncc8109_0023,AHF62449.1,dnaJ,Heat shock protein DnaJ,5.59151E-08
PMM0123,CAE18582.1,cysK2,O-acetylserine (thiol)-lyase A,Syncc8109_2470,AHF64778.1,cysK,cysteine synthase A,3.91953E-143,Syncc8109_2099,AHF64437.1,cysK,cysteine synthase A,2.03048E-82,Syncc8109_2764,AHF65070.1,thrC,threonine synthase,1.62379E-07
PMM0124,CAE18583.1,None,conserved hypothetical protein in cyanobacteria,Syncc8109_2483,AHF64791.1,None,hypothetical protein,6.34309E-30,,,,,,,,,,
PMM0125,CAE18584.1,None,"possible ABC transporter, ATP-binding component",Syncc8109_2484,AHF64792.1,None,ATPase,7.82327E-67,Syncc8109_1461,AHF63823.1,None,ATPase,3.21624E-23,Syncc8109_1023,AHF63397.1,None,"ABC transporter, ATP binding domain, possibly Mn transport",2.24468E-22
PMM0128,CAE18587.1,rpaA,two-component response regulator,Syncc8109_2487,AHF64794.1,rpaA,"two component transcriptional regulator, winged helix family",3.62801E-156,Syncc8109_2493,AHF64800.1,rpaB,"two component transcriptional regulator, winged helix family",5.54494E-55,Syncc8109_0132,AHF62552.1,None,"two component transcriptional regulator, winged helix family",2.20031E-49
PMM0129,CAE18588.1,holB,"DNA polymerase III, delta prime subunit",Syncc8109_2488,AHF64795.1,holB,"DNA polymerase III, delta prime subunit",1.64231E-56,Syncc8109_0066,AHF62491.1,dnaX,DNA-directed DNA polymerase,3.90264E-13,,,,,
PMM0130,CAE18589.1,None,Thymidylate kinase,Syncc8109_2489,AHF64796.1,None,Thymidylate kinase,1.96796E-73,,,,,,,,,,
PMM0131,CAE18590.1,None,putative P-type ATPase transporter for copper,Syncc8109_2490,AHF64797.1,None,Heavy metal translocating P-type ATPase,0.00000E+00,,,,,,,,,,
PMM0132,CAE18591.1,None,cyanobacterial conserved hypothetical,Syncc8109_2491,AHF64798.1,None,photosystem I assembly protein Ycf3,3.71042E-91,,,,,,,,,,
PMM0133,CAE18592.1,radA,putative DNA repair protein RadA,Syncc8109_2492,AHF64799.1,radA,DNA repair protein RadA,1.42272E-159,Syncc8109_2213,AHF64542.1,kaiC,putative circadian clock protein KaiC,4.85604E-06,,,,,
PMM0134,CAE18593.1,rpaB,two-component response regulator,Syncc8109_2493,AHF64800.1,rpaB,"two component transcriptional regulator, winged helix family",3.36298E-157,Syncc8109_0132,AHF62552.1,None,"two component transcriptional regulator, winged helix family",6.20230E-91,Syncc8109_2487,AHF64794.1,rpaA,"two component transcriptional regulator, winged helix family",8.37549E-55
PMM0135,CAE18594.1,plsX,fatty acid/phospholipid synthesis protein PlsX,Syncc8109_2494,AHF64801.1,plsX,fatty acid/phospholipid synthesis protein PlsX,0.00000E+00,,,,,,,,,,
PMM0136,CAE18595.1,fabH,3-oxoacyl-[acyl-carrier-protein,Syncc8109_2495,AHF64802.1,fabH,3-oxoacyl-[acyl-carrier-protein,1.20741E-146,,,,,,,,,,
PMM0137,CAE18596.1,fabD,Malonyl coenzyme A-acyl carrier protein transacylase,Syncc8109_2496,AHF64803.1,fabD,malonyl CoA-acyl carrier protein transacylase,9.89359E-103,,,,,,,,,,
