Locus tag,Protein ID,Gene,Protein name,Hit #1 locus tag,Protein ID,Gene,Protein name,E-value,Hit #2 locus tag,Protein ID,Gene,Protein name,E-value,Hit #3 locus tag,Protein ID,Gene,Protein name,E-value
PMM0050,CAE18509.1,argJ,ArgJ family,SynWH8103_02701,CRY93380.1,argJ,glutamate N-acetyltransferase/amino-acid acetyltransferase,7.30642E-142,,,,,,,,,,
PMM0051,CAE18510.1,None,conserved hypothetical protein,SynWH8103_01757,CRY92483.1,None,cobQ/CobB/MinD/ParA nucleotide binding domain protein,1.22680E-83,,,,,,,,,,
PMM0052,CAE18511.1,None,Aldo/keto reductase family,SynWH8103_02336,CRY93031.1,None,aldo/keto reductase family protein,2.93713E-104,,,,,,,,,,
PMM0053,CAE18512.1,None,Putative RNA methylase family UPF0020,SynWH8103_00380,CRY91125.1,None,methyltransferase domain protein,6.56878E-128,,,,,,,,,,
PMM0054,CAE18513.1,None,conserved hypothetical protein,SynWH8103_00379,CRY91124.1,None,Uncharacterized conserved membrane protein,3.24924E-33,,,,,,,,,,
PMM0055,CAE18514.1,None,conserved hypothetical protein,SynWH8103_00378,CRY91123.1,None,conserved hypothetical protein,1.96929E-44,,,,,,,,,,
PMM0056,CAE18515.1,None,conserved hypothetical protein,SynWH8103_00376,CRY91121.1,None,DNA polymerase Ligase family protein,9.21311E-16,,,,,,,,,,
PMM0057,CAE18516.1,None,"putative chromosome segregation protein, SMC ATPase superfamily",SynWH8103_00375,CRY91120.1,smc,chromosome segregation protein SMC,0.00000E+00,,,,,,,,,,
PMM0058,CAE18517.1,None,conserved hypothetical protein,SynWH8103_00374,CRY91119.1,None,PRC-barrel domain protein,7.03902E-139,,,,,,,,,,
PMM0059,CAE18518.1,None,conserved hypothetical protein,SynWH8103_00371,CRY91116.1,None,possible glycosyltransferase family 19 distantlyrelated to lipid A disaccharide synthases,7.97555E-153,,,,,,,,,,
PMM0060,CAE18519.1,"accC, fabG","acetyl-CoA carboxylase, biotin carboxylase subunit",SynWH8103_00368,CRY91115.1,accC,"acetyl-CoA carboxylase, biotin carboxylase subunit",0.00000E+00,SynWH8103_00942,CRY91680.1,carB,"carbamoyl-phosphate synthase, large subunit",8.65573E-12,,,,,
PMM0061,CAE18520.1,None,"YGGT family, conserved hypothetical integral membrane protein",SynWH8103_00369,CRY91114.1,ylmG2,cell division membrane protein YlmG2,1.48448E-24,,,,,,,,,,
PMM0063,CAE18522.1,None,conserved hypothetical protein,SynWH8103_00366,CRY91112.1,None,ycf66 family protein,1.99128E-79,,,,,,,,,,
PMM0064,CAE18523.1,hli2,possible high light inducible protein,SynWH8103_00363,CRY91109.1,hli,High light inducible protein,4.38301E-18,,,,,,,,,,
PMM0065,CAE18524.1,None,"ABC transporter, ATP binding protein",SynWH8103_00362,CRY91108.1,None,ABC-type uncharacterized transport system membrane and ATPase component,0.00000E+00,SynWH8103_01741,CRY92467.1,None,putative ABC multidrug efflux transporter,1.39936E-18,SynWH8103_00193,CRY90943.1,None,ABC transporter family protein,1.81181E-17
PMM0067,CAE18526.1,None,HIT (Histidine triad) family protein,SynWH8103_00361,CRY91107.1,None,HIT domain protein,9.78435E-48,,,,,,,,,,
PMM0068,CAE18527.1,def,putative formylmethionine deformylase,SynWH8103_00356,CRY91102.1,def,peptide deformylase,2.30141E-87,,,,,,,,,,
PMM0069,CAE18528.1,None,Esterase/lipase/thioesterase family active site,SynWH8103_00354,CRY91100.1,None,prolyl oligopeptidase/peptidase S9-like domain containing protein,2.38618E-105,,,,,,,,,,
PMM0070,CAE18529.1,None,putative cysteine desulfurase or selenocysteine lyase,SynWH8103_00353,CRY91099.1,None,putative cysteine desulfurase,0.00000E+00,SynWH8103_02629,CRY93308.1,None,aminotransferase class-V family protein,1.76265E-20,SynWH8103_01390,CRY92118.1,None,aminotransferase class-V family protein,3.87596E-19
PMM0071,CAE18530.1,None,"ABC transporter, membrane component",SynWH8103_00352,CRY91098.1,sufD,"ABC transporter, membrane component, involved inFe-S cluster assembly",1.49709E-83,,,,,,,,,,
PMM0072,CAE18531.1,None,"ABC transporter, ATP binding component",SynWH8103_00351,CRY91097.1,sufC,feS assembly ATPase SufC,3.73901E-132,SynWH8103_02819,CRY93497.1,urtE,"ABC-type urea transporter, ATPase component UrtE",7.07171E-15,SynWH8103_02820,CRY93498.1,urtD,"urea ABC-type transporter, ATP-binding componentUrtD",2.87893E-14
PMM0073,CAE18532.1,None,"ABC transporter, membrane component",SynWH8103_00350,CRY91096.1,sufB,"ABC transporter, membrane component, involved inFe-S cluster assembly",0.00000E+00,SynWH8103_00352,CRY91098.1,sufD,"ABC transporter, membrane component, involved inFe-S cluster assembly",1.47043E-13,,,,,
PMM0074,CAE18533.1,None,conserved hypothetical,SynWH8103_00347,CRY91093.1,None,conserved hypothetical protein,2.13738E-20,,,,,,,,,,
PMM0075,CAE18534.1,None,conserved hypothetical protein,SynWH8103_00344,CRY91090.1,None,conserved hypothetical protein in phycocyanin gene cluster,7.29126E-136,,,,,,,,,,
PMM1803,CAP16305.1,None,membrane protein,SynWH8103_00343,CRY91089.1,None,putative membrane protein,6.77624E-21,,,,,,,,,,
PMM0076,CAE18535.1,pgm,Phosphoglucomutase,SynWH8103_02472,CRY93160.1,None,"phosphoglucomutase/phosphomannomutase, C-terminal domain protein",0.00000E+00,,,,,,,,,,
PMM0077,CAE18536.1,yrvN,"putative ATPase, AAA family",SynWH8103_02476,CRY93164.1,yrvN,"ATPase, AAA family domain protein",4.33252E-163,SynWH8103_00063,CRY90819.1,dnaX,"DNA polymerase III, gamma and tau subunits",4.69234E-13,,,,,
PMM0078,CAE18537.1,None,possible 4'-phosphopantetheinyl transferase family protein,SynWH8103_02478,CRY93167.1,None,4'-phosphopantetheinyl transferase superfamily protein,6.68960E-36,,,,,,,,,,
PMM0079,CAE18538.1,bcp,putative bacterioferritin comigratory (BCP) protein,SynWH8103_02481,CRY93168.1,prxQ,peroxiredoxin,1.65140E-73,SynWH8103_01146,CRY91880.1,prxQ,Peroxiredoxin,2.80062E-25,SynWH8103_01419,CRY92146.1,prxQ,Peroxiredoxin,2.51110E-18
PMM0080,CAE18539.1,None,conserved hypothetical protein,SynWH8103_02480,CRY93169.1,None,type III pantothenate kinase family protein,3.95323E-36,,,,,,,,,,
PMM0081,CAE18540.1,cysH,Phosphoadenosine phosphosulfate reductase,SynWH8103_02482,CRY93170.1,cysH,phosophoadenylyl-sulfate reductase family protein,1.95111E-101,,,,,,,,,,
PMM0082,CAE18541.1,None,"putative NADH dehydrogenase, transport associated",SynWH8103_02483,CRY93171.1,None,pyridine nucleotide-disulfide oxidoreductase family protein,2.04631E-80,,,,,,,,,,
PMM0083,CAE18542.1,None,"putative sodium/sulfate transporter, DASS family",SynWH8103_02485,CRY93173.1,None,"putative sodium/sulfate transporter, DASS family",0.00000E+00,,,,,,,,,,
PMM0084,CAE18543.1,None,"possible sodium transporter, Trk family",SynWH8103_02486,CRY93174.1,trkH,"Potassium Ion transporter, Trk family",0.00000E+00,,,,,,,,,,
PMM0085,CAE18544.1,None,"putative potassium channel, VIC family",SynWH8103_02487,CRY93175.1,trkA,"K+ transport system, NAD-binding component",2.82075E-127,,,,,,,,,,
PMM0086,CAE18545.1,None,Conserved hypothetical protein,SynWH8103_02489,CRY93177.1,None,conserved hypothetical protein,4.83408E-32,,,,,,,,,,
PMM0087,CAE18546.1,None,conserved hypothetical protein,SynWH8103_02490,CRY93178.1,None,conserved hypothetical protein,1.50612E-29,,,,,,,,,,
PMM0088,CAE18547.1,None,conserved hypothetical protein,SynWH8103_02492,CRY93179.1,None,conserved hypothetical protein,1.60475E-20,,,,,,,,,,
PMM0089,CAE18548.1,None,"ABC transporter, ATP binding component",SynWH8103_02493,CRY93181.1,ccmA,"heme ABC exporter, ATP-binding protein CcmA",0.00000E+00,SynWH8103_02493,CRY93181.1,ccmA,"heme ABC exporter, ATP-binding protein CcmA",1.61435E-17,SynWH8103_02199,CRY92910.1,ccmA,"heme ABC exporter, ATP-binding protein CcmA",1.69771E-76
PMM1805,CAP16307.1,None,Conserved hypothetical protein,SynWH8103_02494,CRY93182.1,None,conserved hypothetical protein,8.15563E-12,,,,,,,,,,
PMM0090,CAE18549.1,None,possible serine protease,SynWH8103_02495,CRY93183.1,degQ,"serine endoprotease, periplasmic",1.44993E-115,SynWH8103_00702,CRY91441.1,degP,serine protease Do,5.02131E-97,SynWH8103_01737,CRY92463.1,htrA,serine protease,6.67718E-72
PMM0091,CAE18550.1,None,conserved hypothetical protein,SynWH8103_02496,CRY93184.1,None,conserved hypothetical protein,2.18165E-20,SynWH8103_01198,CRY91929.1,None,conserved hypothetical protein,2.44180E-14,,,,,
PMM0092,CAE18551.1,None,conserved hypothetical protein,SynWH8103_02497,CRY93185.1,None,conserved hypothetical protein,2.11114E-65,,,,,,,,,,
PMM0093,CAE18552.1,hli1,possible high light inducible protein,SynWH8103_02500,CRY93188.1,hli,high light inducible protein,4.18835E-21,,,,,,,,,,
PMM0095,CAE18554.1,None,similar to serum resistance locus BrkB,SynWH8103_02506,CRY93194.1,None,virulence factor BrkB family protein,3.06608E-90,,,,,,,,,,
PMM0096,CAE18555.1,None,inositol monophosphate family protein,SynWH8103_02516,CRY93197.1,None,Inositol monophosphatase family protein,4.73685E-111,SynWH8103_01414,CRY92141.1,suhB,inositol-1-monophosphatase,3.05467E-19,,,,,
PMM0097,CAE18556.1,None,possible RND family outer membrane efflux protein,SynWH8103_02517,CRY93198.1,None,outer membrane efflux family protein,9.29872E-55,,,,,,,,,,
PMM0098,CAE18557.1,None,possible Fe-S oxidoreductase,SynWH8103_02518,CRY93199.1,None,conserved hypothetical protein,0.00000E+00,,,,,,,,,,
PMM0099,CAE18558.1,None,conserved hypothetical protein,SynWH8103_02520,CRY93201.1,None,uncharacterized membrane protein (DUF3120),9.00783E-53,,,,,,,,,,
PMM0100,CAE18559.1,nadB,L-aspartate oxidase,SynWH8103_02522,CRY93203.1,nadB,L-aspartate oxidase,0.00000E+00,SynWH8103_00679,CRY91420.1,sdhA,"Succinate dehydrogenase/fumarate reductase, flavoprotein subunit",6.88678E-22,,,,,
PMM0101,CAE18560.1,None,conserved hypothetical protein,SynWH8103_02523,CRY93204.1,SynDsbAB,disulfide bond forming protein,4.29229E-93,,,,,,,,,,
PMM0102,CAE18561.1,None,possible Fe-S oxidoreductase,SynWH8103_02524,CRY93205.1,miaB,2-methylthioadenine synthetase,0.00000E+00,SynWH8103_01871,CRY92593.1,miaB,tRNA-i(6)A37 thiotransferase enzyme MiaB,1.10530E-57,,,,,
PMM0103,CAE18562.1,None,conserved hypothetical protein,SynWH8103_02527,CRY93208.1,None,uncharacterised conserved protein UCP037673,2.69752E-36,,,,,,,,,,
PMM0104,CAE18563.1,None,conserved hypothetical protein,SynWH8103_02528,CRY93209.1,None,protein of unknown function DUF482,4.47330E-148,,,,,,,,,,
PMM0105,CAE18564.1,ribG,RibD/ribG C-terminal domain,SynWH8103_02530,CRY93211.1,None,ribD C-terminal domain protein,2.33663E-50,,,,,,,,,,
PMM0106,CAE18565.1,None,6-pyruvoyl tetrahydropterin synthase,SynWH8103_02531,CRY93212.1,queD,queuosine biosynthesis protein QueD,8.43975E-166,,,,,,,,,,
PMM0107,CAE18566.1,aroK,Shikimate kinase,SynWH8103_02532,CRY93213.1,aroK,Shikimate kinase,1.12715E-49,,,,,,,,,,
PMM0108,CAE18567.1,None,conserved hypothetical protein,SynWH8103_02533,CRY93214.1,None,conserved hypothetical protein,2.11823E-18,,,,,,,,,,
PMM0109,CAE18568.1,None,possible POLO box duplicated region.,SynWH8103_02535,CRY93215.1,None,conserved hypothetical protein,3.25339E-49,,,,,,,,,,
PMM0110,CAE18569.1,None,putative glutathione S-transferase,SynWH8103_02534,CRY93216.1,gst,Glutathione S-transferase,9.47434E-77,,,,,,,,,,
PMM0111,CAE18570.1,None,conserved hypothetical protein,SynWH8103_02536,CRY93217.1,None,conserved hypothetical protein,4.35962E-17,,,,,,,,,,
PMM0112,CAE18571.1,rbfA,Ribosome-binding factor A,SynWH8103_02537,CRY93218.1,rbfA,ribosome-binding factor A,1.56254E-27,,,,,,,,,,
PMM0113,CAE18572.1,hemD,putative uroporphyrinogen III synthase,SynWH8103_02541,CRY93221.1,None,uroporphyrinogen-III synthase HemD family protein,1.33844E-99,,,,,,,,,,
PMM0114,CAE18573.1,None,conserved hypothetical protein,SynWH8103_02543,CRY93223.1,None,polyketide cyclase / dehydrase and lipid transport family protein,5.96704E-63,,,,,,,,,,
PMM0115,CAE18574.1,crtQ,zeta-carotene desaturase,SynWH8103_02544,CRY93224.1,zds,"9,9'-di-cis-zeta-carotene desaturase",0.00000E+00,SynWH8103_02594,CRY93273.1,pds,phytoene dehydrogenase,3.35721E-84,,,,,
PMM0116,CAE18575.1,None,conserved hypothetical protein,SynWH8103_02545,CRY93225.1,iscA,iron-sulfur cluster complex assembly protein IscA,1.02967E-60,,,,,,,,,,
PMM0117,CAE18576.1,None,conserved hypothetical protein,SynWH8103_02546,CRY93226.1,None,tetratricopeptide repeat family protein,1.32195E-43,,,,,,,,,,
PMM0118,CAE18577.1,None,conserved hypothetical protein,SynWH8103_02547,CRY93227.1,None,conserved hypothetical protein,1.03977E-99,SynWH8103_02340,CRY93034.1,None,Conserved hypothetical protein,3.61268E-24,,,,,
PMM0120,CAE18579.1,None,putative cell division inhibitor,SynWH8103_02549,CRY93229.1,sulA,cell division inhibitor,2.13805E-122,,,,,,,,,,
PMM0121,CAE18580.1,None,conserved hypothetical protein,SynWH8103_02551,CRY93230.1,ndh0,NADH dehydrogenase I subunit NdhO,6.61831E-27,,,,,,,,,,
PMM0122,CAE18581.1,None,possible heat shock protein DnaJ,SynWH8103_02552,CRY93232.1,None,Chaperone containing DnaJ domain,1.96792E-74,,,,,,,,,,
PMM0123,CAE18582.1,cysK2,O-acetylserine (thiol)-lyase A,SynWH8103_02553,CRY93233.1,cysK,O-acetylserine (thiol)-lyase A,9.52677E-132,SynWH8103_00771,CRY91510.1,cysK,cysteine synthase A,5.10424E-81,,,,,
PMM0124,CAE18583.1,None,conserved hypothetical protein in cyanobacteria,SynWH8103_02564,CRY93244.1,None,conserved hypothetical protein,6.27142E-23,,,,,,,,,,
PMM0125,CAE18584.1,None,"possible ABC transporter, ATP-binding component",SynWH8103_02565,CRY93245.1,None,ABC transporter family protein,2.57746E-66,SynWH8103_01229,CRY91960.1,devA,"DEVA-like ABC transporter, ATP-binding subunit",3.45114E-21,SynWH8103_02425,CRY93114.1,None,ABC multidrug efflux transporter,1.76285E-19
PMM0128,CAE18587.1,rpaA,two-component response regulator,SynWH8103_02569,CRY93248.1,rpaA,"two component transcriptional regulator, winged elix OmpR family protein",1.21572E-153,SynWH8103_02583,CRY93262.1,rpaB,"two component transcriptional regulator, OmpR winged helix family protein",2.04324E-54,SynWH8103_00132,CRY90885.1,srrA,"NblS-interacting two-component response regulator, OmpR family",1.41883E-48
PMM0129,CAE18588.1,holB,"DNA polymerase III, delta prime subunit",SynWH8103_02570,CRY93249.1,holB,"possible DNA polymerase III, delta prime subunit",1.57563E-65,SynWH8103_00063,CRY90819.1,dnaX,"DNA polymerase III, gamma and tau subunits",5.00910E-14,,,,,
PMM0130,CAE18589.1,None,Thymidylate kinase,SynWH8103_02571,CRY93250.1,tmk,thymidylate kinase,3.09524E-73,,,,,,,,,,
PMM0131,CAE18590.1,None,putative P-type ATPase transporter for copper,SynWH8103_02572,CRY93251.1,None,putative P-type ATPase transporter for copper,0.00000E+00,,,,,,,,,,
PMM0132,CAE18591.1,None,cyanobacterial conserved hypothetical,SynWH8103_02573,CRY93252.1,None,TPR repeat family protein,2.67328E-88,,,,,,,,,,
PMM0133,CAE18592.1,radA,putative DNA repair protein RadA,SynWH8103_02582,CRY93261.1,sms,DNA repair protein Sms/RadA,1.15318E-160,,,,,,,,,,
PMM0134,CAE18593.1,rpaB,two-component response regulator,SynWH8103_02583,CRY93262.1,rpaB,"two component transcriptional regulator, OmpR winged helix family protein",4.11575E-157,SynWH8103_00132,CRY90885.1,srrA,"NblS-interacting two-component response regulator, OmpR family",3.80622E-82,SynWH8103_02569,CRY93248.1,rpaA,"two component transcriptional regulator, winged elix OmpR family protein",2.38188E-55
PMM0135,CAE18594.1,plsX,fatty acid/phospholipid synthesis protein PlsX,SynWH8103_02584,CRY93263.1,plsX,fatty acid/phospholipid synthesis protein PlsX,0.00000E+00,,,,,,,,,,
PMM0136,CAE18595.1,fabH,3-oxoacyl-[acyl-carrier-protein,SynWH8103_02585,CRY93264.1,None,3-oxoacyl-[acyl-carrier-protein,1.66041E-142,,,,,,,,,,
PMM0137,CAE18596.1,fabD,Malonyl coenzyme A-acyl carrier protein transacylase,SynWH8103_02586,CRY93265.1,fabD,malonyl CoA-acyl carrier protein transacylase,3.56331E-98,,,,,,,,,,
PMM0138,CAE18597.1,plsC,putative 1-acyl-sn-glycerol-3-phosphate acyltransferase,SynWH8103_02588,CRY93266.1,None,acyltransferase family protein,8.97677E-70,,,,,,,,,,
PMM0139,CAE18598.1,None,conserved hypothetical protein,SynWH8103_02589,CRY93268.1,yeaZ,tRNA threonylcarbamoyl adenosine modification protein YeaZ,1.88837E-35,,,,,,,,,,
PMM0141,CAE18600.1,None,Poly A polymerase family,SynWH8103_02591,CRY93270.1,None,poly A polymerase head domain protein,1.11316E-71,,,,,,,,,,
PMM0142,CAE18601.1,None,RNA-binding region RNP-1 (RNA recognition motif),SynWH8103_02592,CRY93271.1,None,putative rNA-binding protein,7.30644E-21,,,,,,,,,,
PMM0143,CAE18602.1,"crtB,pys",Squalene and phytoene synthases,SynWH8103_02593,CRY93272.1,crtB,phytoene synthase,1.80619E-157,,,,,,,,,,
