[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=PMT9312_0001],[protein_id=ABB49062.1],[gene=None],"[protein=DNA polymerase III, beta subunit]",[evalue=0.00000E+00]
[locus_tag=PMM0026],[protein_id=CAE18485.1],[gene=efp],[protein=None],[locus_tag=PMT9312_0026],[protein_id=ABB49087.1],[gene=None],[protein=None],[evalue=1.00550E-129]
[locus_tag=PMM0027],[protein_id=CAE18486.1],[gene=None],[protein=None],[locus_tag=PMT9312_0027],[protein_id=ABB49088.1],[gene=None],[protein=biotin carboxyl carrier protein],[evalue=2.69512E-99]
[locus_tag=PMM0028],[protein_id=CAE18487.1],[gene=pdxA],[protein=putative pyridoxal phosphate biosynthetic protein PdxA],[locus_tag=PMT9312_0028],[protein_id=ABB49089.1],[gene=None],[protein=4-hydroxythreonine-4-phosphate dehydrogenase],[evalue=0.00000E+00]
[locus_tag=PMM0029],[protein_id=CAE18488.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0029],[protein_id=ABB49090.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.96586E-168],[locus_tag=PMT9312_0805],[protein_id=ABB49865.1],[gene=None],[protein=mRNA binding protein-like protein],[evalue=1.01969E-06]
[locus_tag=PMM0030],[protein_id=CAE18489.1],[gene=None],[protein=None],[locus_tag=PMT9312_0030],[protein_id=ABB49091.1],[gene=None],[protein=None],[evalue=5.29053E-13]
[locus_tag=PMM0031],[protein_id=CAE18490.1],[gene=None],[protein=None],[locus_tag=PMT9312_0031],[protein_id=ABB49092.1],[gene=None],[protein=HNH nuclease],[evalue=6.09675E-88],[locus_tag=PMT9312_0987],[protein_id=ABB50047.1],[gene=None],[protein=HNH nuclease],[evalue=4.06628E-53],[locus_tag=PMT9312_1621],[protein_id=ABB50681.1],[gene=None],[protein=HNH nuclease],[evalue=4.17143E-08]
[locus_tag=PMM0032],[protein_id=CAE18491.1],[gene=None],[protein=possible Bacterial type II secretion system pr],[locus_tag=PMT9312_0032],[protein_id=ABB49093.1],[gene=None],[protein=type II secretion system protein-like protein],[evalue=1.73121E-52]
[locus_tag=PMM0033],[protein_id=CAE18492.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0033],[protein_id=ABB49094.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.54250E-100]
[locus_tag=PMM0034],[protein_id=CAE18493.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0034],[protein_id=ABB49095.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.50814E-37]
[locus_tag=PMM0035],[protein_id=CAE18494.1],[gene=DHSS],[protein=soluble hydrogenase small subunit],[locus_tag=PMT9312_0035],[protein_id=ABB49096.1],[gene=None],[protein=Serine--glyoxylate transaminase],[evalue=0.00000E+00],[locus_tag=PMT9312_0881],[protein_id=ABB49941.1],[gene=None],[protein=alanine-glyoxylate aminotransferase apoenzyme],[evalue=2.48594E-57]
[locus_tag=PMM0036],[protein_id=CAE18495.1],[gene=None],[protein=CbiD protein],[locus_tag=PMT9312_0036],[protein_id=ABB49097.1],[gene=None],[protein=cobalamin biosynthesis protein CbiD],[evalue=1.46130E-175]
[locus_tag=PMM0037],[protein_id=CAE18496.1],[gene=guaA],[protein=None],[locus_tag=PMT9312_0037],[protein_id=ABB49098.1],[gene=None],[protein=None],[evalue=0.00000E+00],[locus_tag=PMT9312_0186],[protein_id=ABB49248.1],[gene=None],"[protein=anthranilate synthase, component II]",[evalue=2.19840E-14],[locus_tag=PMT9312_0848],[protein_id=ABB49908.1],[gene=None],[protein=carbamoyl-phosphate synthase small subunit],[evalue=8.77168E-10]
[locus_tag=PMM0038],[protein_id=CAE18497.1],[gene=None],[protein=hypothetical],[locus_tag=PMT9312_0039],[protein_id=ABB49100.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.68831E-151],[locus_tag=PMT9312_0366],[protein_id=ABB49427.1],[gene=None],[protein=conserved hypothetical protein],[evalue=5.16818E-45]
[locus_tag=PMM0039],[protein_id=CAE18498.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0040],[protein_id=ABB49101.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.38051E-123]
[locus_tag=PMM0040],[protein_id=CAE18499.1],[gene=None],[protein=Putative penicillin-binding protein],[locus_tag=PMT9312_0041],[protein_id=ABB49102.1],[gene=None],[protein=peptidoglycan glycosyltransferase],[evalue=0.00000E+00],[locus_tag=PMT9312_0518],[protein_id=ABB49579.1],[gene=None],[protein=Peptidoglycan glycosyltransferase],[evalue=2.36052E-23]
[locus_tag=PMM0041],[protein_id=CAE18500.1],[gene=None],[protein=possible reductase],[locus_tag=PMT9312_0042],[protein_id=ABB49103.1],[gene=None],[protein=reductase-like protein],[evalue=2.50867E-110]
[locus_tag=PMM0042],[protein_id=CAE18501.1],[gene=None],[protein=flavoprotein],[locus_tag=PMT9312_0043],[protein_id=ABB49104.1],[gene=None],[protein=flavoprotein],[evalue=0.00000E+00],[locus_tag=PMT9312_0044],[protein_id=ABB49105.1],[gene=None],[protein=flavoprotein],[evalue=3.66777E-89],[locus_tag=PMT9312_0917],[protein_id=ABB49977.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.05591E-10]
[locus_tag=PMM0043],[protein_id=CAE18502.1],[gene=None],[protein=flavoprotein],[locus_tag=PMT9312_0044],[protein_id=ABB49105.1],[gene=None],[protein=flavoprotein],[evalue=0.00000E+00],[locus_tag=PMT9312_0043],[protein_id=ABB49104.1],[gene=None],[protein=flavoprotein],[evalue=2.44816E-87],[locus_tag=PMT9312_0917],[protein_id=ABB49977.1],[gene=None],[protein=conserved hypothetical protein],[evalue=9.93579E-09]
[locus_tag=PMM0044],[protein_id=CAE18503.1],[gene=alaS],[protein=Alanyl-tRNA synthetase],[locus_tag=PMT9312_0045],[protein_id=ABB49106.1],[gene=None],[protein=alanyl-tRNA synthetase],[evalue=0.00000E+00]
[locus_tag=PMM0045],[protein_id=CAE18504.1],[gene=None],[protein=Orn/DAP/Arg decarboxylases family 2],[locus_tag=PMT9312_0046],[protein_id=ABB49107.1],[gene=None],[protein=arginine decarboxylase],[evalue=0.00000E+00],[locus_tag=PMT9312_1101],[protein_id=ABB50160.1],[gene=None],[protein=diaminopimelate decarboxylase],[evalue=3.81875E-10]
[locus_tag=PMM0046],[protein_id=CAE18505.1],[gene=None],[protein=Nucleoside diphosphate kinase],[locus_tag=PMT9312_0047],[protein_id=ABB49108.1],[gene=None],[protein=nucleoside diphosphate kinase],[evalue=3.99650E-101]
[locus_tag=PMM0047],[protein_id=CAE18506.1],[gene=thiO],[protein=PUTATIVE THIAMINE BIOSYNTHESIS OXIDOREDUCTASE],[locus_tag=PMT9312_0048],[protein_id=ABB49109.1],[gene=None],[protein=putative thiamine biosynthesis oxidoreductase],[evalue=0.00000E+00]
[locus_tag=PMM0048],[protein_id=CAE18507.1],[gene=gatB],[protein=None],[locus_tag=PMT9312_0049],[protein_id=ABB49110.1],[gene=None],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMM0049],[protein_id=CAE18508.1],[gene=coaE],[protein=putative dephospho-CoA kinase],[locus_tag=PMT9312_0050],[protein_id=ABB49111.1],[gene=None],[protein=dephospho-CoA kinase],[evalue=8.03054E-92]
[locus_tag=PMM0050],[protein_id=CAE18509.1],[gene=argJ],[protein=ArgJ family],[locus_tag=PMT9312_0051],[protein_id=ABB49112.1],[gene=None],[protein=glutamate N-acetyltransferase / N-acetylglutamate synthase],[evalue=0.00000E+00]
[locus_tag=PMM0051],[protein_id=CAE18510.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0052],[protein_id=ABB49113.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.42377E-157]
[locus_tag=PMM0052],[protein_id=CAE18511.1],[gene=None],[protein=Aldo/keto reductase family],[locus_tag=PMT9312_0053],[protein_id=ABB49114.1],[gene=None],[protein=aldo/keto reductase family],[evalue=0.00000E+00]
[locus_tag=PMM1801],[protein_id=CAP16303.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMT9312_1971],[protein_id=ABS83086.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=8.15779E-13]
[locus_tag=PMM0053],[protein_id=CAE18512.1],[gene=None],[protein=Putative RNA methylase family UPF0020],[locus_tag=PMT9312_0054],[protein_id=ABB49115.1],[gene=None],[protein=putative RNA methylase family UPF0020],[evalue=0.00000E+00]
[locus_tag=PMM0054],[protein_id=CAE18513.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0055],[protein_id=ABB49116.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.27664E-75]
[locus_tag=PMM0055],[protein_id=CAE18514.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0056],[protein_id=ABB49117.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.93211E-77]
[locus_tag=PMM1802],[protein_id=CAP16304.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMT9312_0057],[protein_id=ABB49118.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.68503E-25]
[locus_tag=PMM0056],[protein_id=CAE18515.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0058],[protein_id=ABB49119.1],[gene=None],[protein=conserved hypothetical protein],[evalue=5.65993E-56]
[locus_tag=PMM0057],[protein_id=CAE18516.1],[gene=None],"[protein=putative chromosome segregation protein, SMC ATPase superfamily]",[locus_tag=PMT9312_0059],[protein_id=ABB49120.1],[gene=None],[protein=condensin subunit Smc],[evalue=0.00000E+00]
[locus_tag=PMM0058],[protein_id=CAE18517.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0060],[protein_id=ABB49121.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMM0059],[protein_id=CAE18518.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0061],[protein_id=ABB49122.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00],[locus_tag=PMT9312_1432],[protein_id=ABB50492.1],[gene=None],[protein=lipid-A-disaccharide synthase],[evalue=2.55998E-06]
[locus_tag=PMM0060],[protein_id=CAE18519.1],[gene=None],"[protein=acetyl-CoA carboxylase, biotin carboxylase subunit]",[locus_tag=PMT9312_0062],[protein_id=ABB49123.1],[gene=None],"[protein=acetyl-CoA carboxylase, biotin carboxylase]",[evalue=0.00000E+00],[locus_tag=PMT9312_0975],[protein_id=ABB50035.1],[gene=None],[protein=carbamoyl-phosphate synthase large subunit],[evalue=5.48069E-12],[locus_tag=PMT9312_0975],[protein_id=ABB50035.1],[gene=None],[protein=carbamoyl-phosphate synthase large subunit],[evalue=7.04419E-07]
[locus_tag=PMM0061],[protein_id=CAE18520.1],[gene=None],"[protein=YGGT family, conserved hypothetical integral membrane protein]",[locus_tag=PMT9312_0063],[protein_id=ABB49124.1],[gene=None],"[protein=YGGT family, conserved hypothetical integral membrane protein]",[evalue=3.64952E-51],[locus_tag=PMT9312_0890],[protein_id=ABB49950.1],[gene=None],[protein=conserved hypothetical membrane protein],[evalue=2.76684E-10]
[locus_tag=PMM0062],[protein_id=CAE18521.1],[gene=psbX],[protein=photosystem II PsbX protein],[locus_tag=PMT9312_0064],[protein_id=ABB49125.1],[gene=None],[protein=hypothetical protein],[evalue=2.98910E-17]
[locus_tag=PMM0063],[protein_id=CAE18522.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0065],[protein_id=ABB49126.1],[gene=None],[protein=conserved hypothetical protein],[evalue=8.00409E-154]
[locus_tag=PMM0064],[protein_id=CAE18523.1],[gene=hli2],[protein=possible high light inducible protein],[locus_tag=PMT9312_0066],[protein_id=ABB49127.1],[gene=None],[protein=high light inducible protein-like protein],[evalue=4.77540E-31],[locus_tag=PMT9312_0525],[protein_id=ABB49586.1],[gene=None],[protein=ferrochelatase],[evalue=5.47975E-07],[locus_tag=PMT9312_1414],[protein_id=ABB50474.1],[gene=None],[protein=high light inducible protein-like protein],[evalue=6.13280E-07]
[locus_tag=PMM0065],[protein_id=CAE18524.1],[gene=None],"[protein=ABC transporter, ATP binding protein]",[locus_tag=PMT9312_0067],[protein_id=ABB49128.1],[gene=None],[protein=ATPase],[evalue=0.00000E+00],[locus_tag=PMT9312_1110],[protein_id=ABB50169.1],[gene=None],[protein=ATPase],[evalue=1.43540E-17],[locus_tag=PMT9312_0666],[protein_id=ABB49727.1],[gene=None],[protein=ATPase],[evalue=4.68898E-17]
[locus_tag=PMM0066],[protein_id=CAE18525.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0068],[protein_id=ABB49129.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.00793E-40]
[locus_tag=PMM0067],[protein_id=CAE18526.1],[gene=None],[protein=None],[locus_tag=PMT9312_0069],[protein_id=ABB49130.1],[gene=None],[protein=None],[evalue=1.03884E-66]
[locus_tag=PMM0068],[protein_id=CAE18527.1],[gene=def],[protein=putative formylmethionine deformylase],[locus_tag=PMT9312_0070],[protein_id=ABB49131.1],[gene=None],[protein=peptide deformylase],[evalue=1.97438E-133]
[locus_tag=PMM0069],[protein_id=CAE18528.1],[gene=None],[protein=Esterase/lipase/thioesterase family active site],[locus_tag=PMT9312_0071],[protein_id=ABB49132.1],[gene=None],[protein=esterase/lipase/thioesterase family active site],[evalue=0.00000E+00]
[locus_tag=PMM0070],[protein_id=CAE18529.1],[gene=None],[protein=putative cysteine desulfurase or selenocysteine lyase],[locus_tag=PMT9312_0072],[protein_id=ABB49133.1],[gene=None],[protein=cysteine desulfurase],[evalue=0.00000E+00],[locus_tag=PMT9312_0913],[protein_id=ABB49973.1],[gene=None],[protein=None],[evalue=1.21890E-21],[locus_tag=PMT9312_0172],[protein_id=ABB49234.1],[gene=None],[protein=nifS-like aminotransferase class-V],[evalue=5.82428E-20]
[locus_tag=PMM0071],[protein_id=CAE18530.1],[gene=None],"[protein=ABC transporter, membrane component]",[locus_tag=PMT9312_0073],[protein_id=ABB49134.1],[gene=None],"[protein=ABC transporter, membrane component]",[evalue=0.00000E+00],[locus_tag=PMT9312_0075],[protein_id=ABB49136.1],[gene=None],[protein=Iron-regulated ABC transporter membrane component SufB],[evalue=3.89060E-08]
[locus_tag=PMM0072],[protein_id=CAE18531.1],[gene=None],"[protein=ABC transporter, ATP binding component]",[locus_tag=PMT9312_0074],[protein_id=ABB49135.1],[gene=None],[protein=FeS assembly ATPase SufC],[evalue=1.77709E-171],[locus_tag=PMT9312_0772],[protein_id=ABB49832.1],[gene=None],[protein=ATPase],[evalue=1.11247E-17],[locus_tag=PMT9312_1165],[protein_id=ABB50224.1],[gene=None],"[protein=amino acid ABC transporter ATP-binding protein, PAAT family]",[evalue=2.11093E-14]
[locus_tag=PMM0073],[protein_id=CAE18532.1],[gene=None],"[protein=ABC transporter, membrane component]",[locus_tag=PMT9312_0075],[protein_id=ABB49136.1],[gene=None],[protein=Iron-regulated ABC transporter membrane component SufB],[evalue=0.00000E+00],[locus_tag=PMT9312_0073],[protein_id=ABB49134.1],[gene=None],"[protein=ABC transporter, membrane component]",[evalue=4.03590E-06]
[locus_tag=PMM0074],[protein_id=CAE18533.1],[gene=None],[protein=conserved hypothetical],[locus_tag=PMT9312_0076],[protein_id=ABB49137.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.31211E-36]
[locus_tag=PMM0075],[protein_id=CAE18534.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0077],[protein_id=ABB49138.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00],[locus_tag=PMT9312_1503],[protein_id=ABB50563.1],[gene=None],[protein=hypothetical protein],[evalue=1.40240E-11]
[locus_tag=PMM1803],[protein_id=CAP16305.1],[gene=None],[protein=membrane protein],[locus_tag=PMT9312_0078],[protein_id=ABB49139.1],[gene=None],[protein=membrane protein],[evalue=3.89846E-35]
[locus_tag=PMM0076],[protein_id=CAE18535.1],[gene=pgm],[protein=Phosphoglucomutase],[locus_tag=PMT9312_0079],[protein_id=ABB49140.1],[gene=None],[protein=phosphoglucomutase],[evalue=0.00000E+00],[locus_tag=PMT9312_0280],[protein_id=ABB49341.1],[gene=None],[protein=Phosphomannomutase],[evalue=2.08289E-25]
[locus_tag=PMM0077],[protein_id=CAE18536.1],[gene=yrvN],"[protein=putative ATPase, AAA family]",[locus_tag=PMT9312_0080],[protein_id=ABB49141.1],[gene=None],[protein=Recombination protein MgsA],[evalue=0.00000E+00],[locus_tag=PMT9312_1750],[protein_id=ABB50811.1],[gene=None],"[protein=DNA polymerase III, tau subunit]",[evalue=8.03318E-10],[locus_tag=PMT9312_0580],[protein_id=ABB49641.1],[gene=None],[protein=ATPase],[evalue=1.47103E-07]
[locus_tag=PMM0078],[protein_id=CAE18537.1],[gene=None],[protein=None],[locus_tag=PMT9312_0081],[protein_id=ABB49142.1],[gene=None],[protein=None],[evalue=3.78452E-94]
[locus_tag=PMM0079],[protein_id=CAE18538.1],[gene=bcp],[protein=None],[locus_tag=PMT9312_0082],[protein_id=ABB49143.1],[gene=None],[protein=None],[evalue=4.62067E-103],[locus_tag=PMT9312_0353],[protein_id=ABB49414.1],[gene=None],[protein=putative bacterioferritin comigratory protein],[evalue=1.54219E-21],[locus_tag=PMT9312_0897],[protein_id=ABB49957.1],[gene=None],[protein=alkyl hydroperoxide reductase/thiol specific antioxidant/mal allergens family protein],[evalue=8.37472E-21]
[locus_tag=PMM0080],[protein_id=CAE18539.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0083],[protein_id=ABB49144.1],[gene=None],"[protein=putative transcriptional acitvator, Baf]",[evalue=2.32572E-107]
[locus_tag=PMM0081],[protein_id=CAE18540.1],[gene=cysH],[protein=Phosphoadenosine phosphosulfate reductase],[locus_tag=PMT9312_0084],[protein_id=ABB49145.1],[gene=None],[protein=None],[evalue=5.52441E-135]
[locus_tag=PMM0082],[protein_id=CAE18541.1],[gene=None],"[protein=putative NADH dehydrogenase, transport associated]",[locus_tag=PMT9312_0085],[protein_id=ABB49146.1],[gene=None],"[protein=putative NADH dehydrogenase, transport associated]",[evalue=0.00000E+00],[locus_tag=PMT9312_0304],[protein_id=ABB49365.1],[gene=None],"[protein=selenide, water dikinase]",[evalue=8.94599E-09]
[locus_tag=PMM0083],[protein_id=CAE18542.1],[gene=None],"[protein=putative sodium/sulfate transporter, DASS family]",[locus_tag=PMT9312_0086],[protein_id=ABB49147.1],[gene=None],"[protein=putative sodium/sulfate transporter, DASS family]",[evalue=0.00000E+00]
[locus_tag=PMM0084],[protein_id=CAE18543.1],[gene=None],"[protein=possible sodium transporter, Trk family]",[locus_tag=PMT9312_0087],[protein_id=ABB49148.1],[gene=None],"[protein=sodium transporter, trk family-like protein]",[evalue=0.00000E+00]
[locus_tag=PMM0085],[protein_id=CAE18544.1],[gene=None],"[protein=putative potassium channel, VIC family]",[locus_tag=PMT9312_0088],[protein_id=ABB49149.1],[gene=None],"[protein=putative potassium channel, VIC family]",[evalue=1.37197E-166],[locus_tag=PMT9312_0715],[protein_id=ABB49775.1],[gene=None],"[protein=putative potassium channel, VIC family]",[evalue=1.91591E-11]
[locus_tag=PMM0086],[protein_id=CAE18545.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMT9312_0089],[protein_id=ABB49150.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.35241E-51]
[locus_tag=PMM0087],[protein_id=CAE18546.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0090],[protein_id=ABB49151.1],[gene=None],[protein=conserved hypothetical protein],[evalue=5.20798E-62]
[locus_tag=PMM0088],[protein_id=CAE18547.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0091],[protein_id=ABB49152.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.51311E-41]
[locus_tag=PMM1804],[protein_id=CAP16306.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMT9312_0092],[protein_id=ABB49153.1],[gene=None],[protein=hypothetical protein],[evalue=3.65160E-24]
