[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=SynWH8103_00001],[protein_id=CRY90759.1],[gene=dnaN],"[protein=DNA polymerase III, beta subunit]",[evalue=5.75914E-159]
[locus_tag=PMM0017],[protein_id=CAE18476.1],[gene=dnaJ],[protein=DnaJ protein],[locus_tag=SynWH8103_00022],[protein_id=CRY90780.1],[gene=dnaJ],[protein=Chaperone protein dnaJ],[evalue=4.94199E-178],[locus_tag=SynWH8103_02208],[protein_id=CRY92919.1],[gene=dnaJ],[protein=Chaperone DnaJ protein],[evalue=1.81237E-22],[locus_tag=SynWH8103_02208],[protein_id=CRY92919.1],[gene=dnaJ],[protein=Chaperone DnaJ protein],[evalue=1.21372E-19]
[locus_tag=PMM0018],[protein_id=CAE18477.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00023],[protein_id=CRY90781.1],[gene=None],[protein=putative predicted redox protein],[evalue=1.33877E-07]
[locus_tag=PMM0019],[protein_id=CAE18478.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00025],[protein_id=CRY90782.1],[gene=rsgA],[protein=ribosome small subunit-dependent GTPase A],[evalue=1.10934E-68]
[locus_tag=PMM0020],[protein_id=CAE18479.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00024],[protein_id=CRY90783.1],[gene=None],"[protein=DNA-binding protein, YbaB/EbfC family]",[evalue=3.38857E-52]
[locus_tag=PMM0021],[protein_id=CAE18480.1],[gene=murB],[protein=UDP-N-acetylenolpyruvoylglucosamine reductase],[locus_tag=SynWH8103_00026],[protein_id=CRY90784.1],[gene=murB],[protein=UDP-N-acetylenolpyruvoylglucosamine reductase],[evalue=5.56709E-86]
[locus_tag=PMM0022],[protein_id=CAE18481.1],[gene=murC],[protein=Probable UDP-N-acetylmuramate-alanine ligase],[locus_tag=SynWH8103_00027],[protein_id=CRY90785.1],[gene=murC],[protein=UDP-N-acetylmuramate-alanine ligase],[evalue=3.33490E-111]
[locus_tag=PMM0023],[protein_id=CAE18482.1],[gene=gap2],[protein=Glyceraldehyde 3-phosphate dehydrogenase(NADP+)(phosphorylating)],[locus_tag=SynWH8103_00029],[protein_id=CRY90787.1],[gene=gap2],[protein=glyceraldehyde-3-phosphate dehydrogenase],[evalue=0.00000E+00],[locus_tag=SynWH8103_00910],[protein_id=CRY91648.1],[gene=gap3],[protein=Glyceraldehyde-3-phosphate dehydrogenase],[evalue=1.31461E-97]
[locus_tag=PMM0024],[protein_id=CAE18483.1],[gene=thiL],[protein=putative thiamine-monophosphate kinase],[locus_tag=SynWH8103_00030],[protein_id=CRY90788.1],[gene=thiL],[protein=thiamine-monophosphate kinase],[evalue=1.20164E-85]
[locus_tag=PMM0025],[protein_id=CAE18484.1],[gene=None],[protein=Cyclophilin-type peptidyl-prolyl cis-trans isomerase],[locus_tag=SynWH8103_00031],[protein_id=CRY90789.1],[gene=None],[protein=cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD family protein],[evalue=4.30200E-139],[locus_tag=SynWH8103_00778],[protein_id=CRY91517.1],[gene=None],[protein=cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD family protein],[evalue=4.95923E-17]
[locus_tag=PMM0026],[protein_id=CAE18485.1],[gene=efp],[protein=Elongation factor P (EF-P)],[locus_tag=SynWH8103_00032],[protein_id=CRY90790.1],[gene=efp],[protein=translation elongation factor P],[evalue=2.99516E-110]
[locus_tag=PMM0027],[protein_id=CAE18486.1],"[gene=accB,fabE]",[protein=Biotin / Lipoyl attachment:Acetyl-CoA biotin carboxyl carrier subunit],[locus_tag=SynWH8103_00034],[protein_id=CRY90791.1],[gene=accB],"[protein=acetyl-CoA carboxylase, biotin carboxyl carrier rotein]",[evalue=2.69847E-55]
[locus_tag=PMM0028],[protein_id=CAE18487.1],[gene=pdxA],[protein=putative pyridoxal phosphate biosynthetic protein PdxA],[locus_tag=SynWH8103_00033],[protein_id=CRY90792.1],[gene=pdxA],[protein=4-hydroxythreonine-4-phosphate dehydrogenase PdxA],[evalue=1.28686E-99]
[locus_tag=PMM0029],[protein_id=CAE18488.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00035],[protein_id=CRY90794.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.10785E-101],[locus_tag=SynWH8103_01517],[protein_id=CRY92244.1],[gene=None],[protein=possible NAD-dependent epimerase/dehydratase],[evalue=1.71721E-10]
[locus_tag=PMM0031],[protein_id=CAE18490.1],[gene=None],[protein=HNH endonuclease:HNH nuclease],[locus_tag=SynWH8103_00037],[protein_id=CRY90795.1],[gene=None],[protein=McrA/HNH family nuclease],[evalue=1.26618E-69],[locus_tag=SynWH8103_02407],[protein_id=CRY93097.1],[gene=None],[protein=HNH endonuclease family protein],[evalue=1.46581E-09]
[locus_tag=PMM0032],[protein_id=CAE18491.1],[gene=None],[protein=possible Bacterial type II secretion system pr],[locus_tag=SynWH8103_00040],[protein_id=CRY90798.1],[gene=None],[protein=putative bacterial type II secretion system protein],[evalue=7.67737E-20]
[locus_tag=PMM0033],[protein_id=CAE18492.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00041],[protein_id=CRY90799.1],[gene=None],[protein=membrane AbrB duplication domain protein],[evalue=5.09162E-56]
[locus_tag=PMM0034],[protein_id=CAE18493.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00043],[protein_id=CRY90801.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.08970E-19]
[locus_tag=PMM0035],[protein_id=CAE18494.1],[gene=DHSS],[protein=soluble hydrogenase small subunit],[locus_tag=SynWH8103_00046],[protein_id=CRY90803.1],[gene=None],[protein=soluble hydrogenase 42 kDa subunit],[evalue=0.00000E+00],[locus_tag=SynWH8103_01218],[protein_id=CRY91948.1],[gene=None],[protein=alanine--glyoxylate aminotransferase],[evalue=2.69123E-56]
[locus_tag=PMM0036],[protein_id=CAE18495.1],[gene=None],[protein=CbiD protein],[locus_tag=SynWH8103_00047],[protein_id=CRY90804.1],[gene=cbiD],[protein=cobalamin biosynthesis protein CbiD],[evalue=4.87360E-85]
[locus_tag=PMM0037],[protein_id=CAE18496.1],[gene=guaA],[protein=Glutamine amidotransferase class-I:GMP synthase],[locus_tag=SynWH8103_00048],[protein_id=CRY90805.1],[gene=guaA],"[protein=GMP synthase (glutamine-hydrolyzing), N-terminaldomain]",[evalue=0.00000E+00],[locus_tag=SynWH8103_01160],[protein_id=CRY91892.1],[gene=carA],[protein=carbamoyl-phosphate synthase small subunit],[evalue=3.21729E-09],[locus_tag=SynWH8103_02657],[protein_id=CRY93336.1],[gene=None],[protein=glutamine amidotransferase of anthranilate synthase/aminodeoxychorismate synthase family protein],[evalue=2.71476E-08]
[locus_tag=PMM0039],[protein_id=CAE18498.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00049],[protein_id=CRY90806.1],[gene=None],[protein=Conserved hypotothetical protein],[evalue=4.78422E-75]
[locus_tag=PMM0040],[protein_id=CAE18499.1],[gene=None],[protein=Putative penicillin-binding protein],[locus_tag=SynWH8103_00051],[protein_id=CRY90808.1],[gene=mrdA],[protein=transpeptidase involved in septal peptidoglycan ynthesis (peptidoglycan synthetase precursor)],[evalue=0.00000E+00],[locus_tag=SynWH8103_02014],[protein_id=CRY92732.1],[gene=ftsI],[protein=transpeptidase involved in septal peptidoglycan ynthesis (peptidoglycan synthetase precursor)],[evalue=4.89662E-15],[locus_tag=SynWH8103_01910],[protein_id=CRY92629.1],[gene=mrcA],[protein=penicillin-binding-like protein 1A (PBP1A)(transpeptidase)],[evalue=4.28060E-12]
[locus_tag=PMM0041],[protein_id=CAE18500.1],[gene=None],[protein=possible reductase],[locus_tag=SynWH8103_02728],[protein_id=CRY93407.1],[gene=None],[protein=NADPH-dependent FMN reductase family protein],[evalue=5.95235E-64]
[locus_tag=PMM0042],[protein_id=CAE18501.1],[gene=None],[protein=flavoprotein],[locus_tag=SynWH8103_02725],[protein_id=CRY93404.1],[gene=flv1],[protein=flavoprotein involved in Mehler reaction],[evalue=0.00000E+00],[locus_tag=SynWH8103_02724],[protein_id=CRY93403.1],[gene=flv3],[protein=flavoprotein involved in Mehler reaction],[evalue=2.14103E-96],[locus_tag=SynWH8103_01384],[protein_id=CRY92112.1],[gene=None],[protein=flavin reductase like domain protein],[evalue=2.80701E-08]
[locus_tag=PMM0043],[protein_id=CAE18502.1],[gene=None],[protein=flavoprotein],[locus_tag=SynWH8103_02724],[protein_id=CRY93403.1],[gene=flv3],[protein=flavoprotein involved in Mehler reaction],[evalue=0.00000E+00],[locus_tag=SynWH8103_02725],[protein_id=CRY93404.1],[gene=flv1],[protein=flavoprotein involved in Mehler reaction],[evalue=2.22531E-95],[locus_tag=SynWH8103_01384],[protein_id=CRY92112.1],[gene=None],[protein=flavin reductase like domain protein],[evalue=1.71171E-08]
[locus_tag=PMM0044],[protein_id=CAE18503.1],[gene=alaS],[protein=Alanyl-tRNA synthetase],[locus_tag=SynWH8103_02717],[protein_id=CRY93396.1],[gene=alaS],[protein=Alanyl-tRNA synthetase],[evalue=0.00000E+00]
[locus_tag=PMM0045],[protein_id=CAE18504.1],[gene=None],[protein=Orn/DAP/Arg decarboxylases family 2],[locus_tag=SynWH8103_02710],[protein_id=CRY93389.1],[gene=speA],[protein=Arginine decarboxylase],[evalue=0.00000E+00],[locus_tag=SynWH8103_01070],[protein_id=CRY91804.1],[gene=lysA],[protein=diaminopimelate decarboxylase],[evalue=8.45756E-09]
[locus_tag=PMM0046],[protein_id=CAE18505.1],[gene=None],[protein=Nucleoside diphosphate kinase],[locus_tag=SynWH8103_02709],[protein_id=CRY93388.1],[gene=ndk],[protein=nucleoside diphosphate kinase],[evalue=2.67213E-85]
[locus_tag=PMM0047],[protein_id=CAE18506.1],[gene=thiO],[protein=PUTATIVE THIAMINE BIOSYNTHESIS OXIDOREDUCTASE],[locus_tag=SynWH8103_02706],[protein_id=CRY93384.1],[gene=None],[protein=FAD dependent oxidoreductase family protein],[evalue=2.07337E-140],[locus_tag=SynWH8103_02895],[protein_id=CRY93572.1],[gene=None],[protein=FAD dependent oxidoreductase family protein],[evalue=3.75992E-10]
[locus_tag=PMM0048],[protein_id=CAE18507.1],[gene=gatB],[protein=Glutamyl-tRNA (Gln) amidotransferase subunit B],[locus_tag=SynWH8103_02704],[protein_id=CRY93383.1],[gene=gatB],"[protein=aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit]",[evalue=0.00000E+00]
[locus_tag=PMM0049],[protein_id=CAE18508.1],[gene=coaE],[protein=putative dephospho-CoA kinase],[locus_tag=SynWH8103_02703],[protein_id=CRY93381.1],[gene=coaE],[protein=dephospho-CoA kinase],[evalue=9.19775E-47]
[locus_tag=PMM0050],[protein_id=CAE18509.1],[gene=argJ],[protein=ArgJ family],[locus_tag=SynWH8103_02701],[protein_id=CRY93380.1],[gene=argJ],[protein=glutamate N-acetyltransferase/amino-acid acetyltransferase],[evalue=7.30642E-142]
[locus_tag=PMM0051],[protein_id=CAE18510.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_01757],[protein_id=CRY92483.1],[gene=None],[protein=cobQ/CobB/MinD/ParA nucleotide binding domain protein],[evalue=1.22680E-83]
[locus_tag=PMM0052],[protein_id=CAE18511.1],[gene=None],[protein=Aldo/keto reductase family],[locus_tag=SynWH8103_02336],[protein_id=CRY93031.1],[gene=None],[protein=aldo/keto reductase family protein],[evalue=2.93713E-104]
[locus_tag=PMM0053],[protein_id=CAE18512.1],[gene=None],[protein=Putative RNA methylase family UPF0020],[locus_tag=SynWH8103_00380],[protein_id=CRY91125.1],[gene=None],[protein=methyltransferase domain protein],[evalue=6.56878E-128]
[locus_tag=PMM0054],[protein_id=CAE18513.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00379],[protein_id=CRY91124.1],[gene=None],[protein=Uncharacterized conserved membrane protein],[evalue=3.24924E-33]
[locus_tag=PMM0055],[protein_id=CAE18514.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00378],[protein_id=CRY91123.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.96929E-44]
[locus_tag=PMM0056],[protein_id=CAE18515.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00376],[protein_id=CRY91121.1],[gene=None],[protein=DNA polymerase Ligase family protein],[evalue=9.21311E-16]
[locus_tag=PMM0057],[protein_id=CAE18516.1],[gene=None],"[protein=putative chromosome segregation protein, SMC ATPase superfamily]",[locus_tag=SynWH8103_00375],[protein_id=CRY91120.1],[gene=smc],[protein=chromosome segregation protein SMC],[evalue=0.00000E+00]
[locus_tag=PMM0058],[protein_id=CAE18517.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00374],[protein_id=CRY91119.1],[gene=None],[protein=PRC-barrel domain protein],[evalue=7.03902E-139]
[locus_tag=PMM0059],[protein_id=CAE18518.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00371],[protein_id=CRY91116.1],[gene=None],[protein=possible glycosyltransferase family 19 distantlyrelated to lipid A disaccharide synthases],[evalue=7.97555E-153]
[locus_tag=PMM0060],[protein_id=CAE18519.1],"[gene=accC, fabG]","[protein=acetyl-CoA carboxylase, biotin carboxylase subunit]",[locus_tag=SynWH8103_00368],[protein_id=CRY91115.1],[gene=accC],"[protein=acetyl-CoA carboxylase, biotin carboxylase subunit]",[evalue=0.00000E+00],[locus_tag=SynWH8103_00942],[protein_id=CRY91680.1],[gene=carB],"[protein=carbamoyl-phosphate synthase, large subunit]",[evalue=8.65573E-12],[locus_tag=SynWH8103_00942],[protein_id=CRY91680.1],[gene=carB],"[protein=carbamoyl-phosphate synthase, large subunit]",[evalue=1.86220E-07]
[locus_tag=PMM0061],[protein_id=CAE18520.1],[gene=None],"[protein=YGGT family, conserved hypothetical integral membrane protein]",[locus_tag=SynWH8103_00369],[protein_id=CRY91114.1],[gene=ylmG2],[protein=cell division membrane protein YlmG2],[evalue=1.48448E-24],[locus_tag=SynWH8103_01435],[protein_id=CRY92162.1],[gene=ylmG1],[protein=cell division membrane protein YlmG1 (factor involved in shape determination)],[evalue=2.77877E-08]
[locus_tag=PMM0063],[protein_id=CAE18522.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00366],[protein_id=CRY91112.1],[gene=None],[protein=ycf66 family protein],[evalue=1.99128E-79]
[locus_tag=PMM0064],[protein_id=CAE18523.1],[gene=hli2],[protein=possible high light inducible protein],[locus_tag=SynWH8103_00363],[protein_id=CRY91109.1],[gene=hli],[protein=High light inducible protein],[evalue=4.38301E-18],[locus_tag=SynWH8103_01999],[protein_id=CRY92717.1],[gene=hemH],[protein=ferrochelatase],[evalue=4.71464E-08],[locus_tag=SynWH8103_00710],[protein_id=CRY91449.1],[gene=hli],[protein=High light inducible protein],[evalue=2.22257E-06]
[locus_tag=PMM0065],[protein_id=CAE18524.1],[gene=None],"[protein=ABC transporter, ATP binding protein]",[locus_tag=SynWH8103_00362],[protein_id=CRY91108.1],[gene=None],[protein=ABC-type uncharacterized transport system membrane and ATPase component],[evalue=0.00000E+00],[locus_tag=SynWH8103_01741],[protein_id=CRY92467.1],[gene=None],[protein=putative ABC multidrug efflux transporter],[evalue=1.39936E-18],[locus_tag=SynWH8103_00193],[protein_id=CRY90943.1],[gene=None],[protein=ABC transporter family protein],[evalue=1.81181E-17]
[locus_tag=PMM0067],[protein_id=CAE18526.1],[gene=None],[protein=HIT (Histidine triad) family protein],[locus_tag=SynWH8103_00361],[protein_id=CRY91107.1],[gene=None],[protein=HIT domain protein],[evalue=9.78435E-48]
[locus_tag=PMM0068],[protein_id=CAE18527.1],[gene=def],[protein=putative formylmethionine deformylase],[locus_tag=SynWH8103_00356],[protein_id=CRY91102.1],[gene=def],[protein=peptide deformylase],[evalue=2.30141E-87]
[locus_tag=PMM0069],[protein_id=CAE18528.1],[gene=None],[protein=Esterase/lipase/thioesterase family active site],[locus_tag=SynWH8103_00354],[protein_id=CRY91100.1],[gene=None],[protein=prolyl oligopeptidase/peptidase S9-like domain containing protein],[evalue=2.38618E-105]
[locus_tag=PMM0070],[protein_id=CAE18529.1],[gene=None],[protein=putative cysteine desulfurase or selenocysteine lyase],[locus_tag=SynWH8103_00353],[protein_id=CRY91099.1],[gene=None],[protein=putative cysteine desulfurase],[evalue=0.00000E+00],[locus_tag=SynWH8103_02629],[protein_id=CRY93308.1],[gene=None],[protein=aminotransferase class-V family protein],[evalue=1.76265E-20],[locus_tag=SynWH8103_01390],[protein_id=CRY92118.1],[gene=None],[protein=aminotransferase class-V family protein],[evalue=3.87596E-19]
[locus_tag=PMM0071],[protein_id=CAE18530.1],[gene=None],"[protein=ABC transporter, membrane component]",[locus_tag=SynWH8103_00352],[protein_id=CRY91098.1],[gene=sufD],"[protein=ABC transporter, membrane component, involved inFe-S cluster assembly]",[evalue=1.49709E-83],[locus_tag=SynWH8103_00350],[protein_id=CRY91096.1],[gene=sufB],"[protein=ABC transporter, membrane component, involved inFe-S cluster assembly]",[evalue=8.10666E-10]
[locus_tag=PMM0072],[protein_id=CAE18531.1],[gene=None],"[protein=ABC transporter, ATP binding component]",[locus_tag=SynWH8103_00351],[protein_id=CRY91097.1],[gene=sufC],[protein=feS assembly ATPase SufC],[evalue=3.73901E-132],[locus_tag=SynWH8103_02819],[protein_id=CRY93497.1],[gene=urtE],"[protein=ABC-type urea transporter, ATPase component UrtE]",[evalue=7.07171E-15],[locus_tag=SynWH8103_02820],[protein_id=CRY93498.1],[gene=urtD],"[protein=urea ABC-type transporter, ATP-binding componentUrtD]",[evalue=2.87893E-14]
[locus_tag=PMM0073],[protein_id=CAE18532.1],[gene=None],"[protein=ABC transporter, membrane component]",[locus_tag=SynWH8103_00350],[protein_id=CRY91096.1],[gene=sufB],"[protein=ABC transporter, membrane component, involved inFe-S cluster assembly]",[evalue=0.00000E+00],[locus_tag=SynWH8103_00352],[protein_id=CRY91098.1],[gene=sufD],"[protein=ABC transporter, membrane component, involved inFe-S cluster assembly]",[evalue=1.47043E-13]
[locus_tag=PMM0074],[protein_id=CAE18533.1],[gene=None],[protein=conserved hypothetical],[locus_tag=SynWH8103_00347],[protein_id=CRY91093.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.13738E-20]
[locus_tag=PMM0075],[protein_id=CAE18534.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00344],[protein_id=CRY91090.1],[gene=None],[protein=conserved hypothetical protein in phycocyanin gene cluster],[evalue=7.29126E-136]
[locus_tag=PMM1803],[protein_id=CAP16305.1],[gene=None],[protein=membrane protein],[locus_tag=SynWH8103_00343],[protein_id=CRY91089.1],[gene=None],[protein=putative membrane protein],[evalue=6.77624E-21]
[locus_tag=PMM0076],[protein_id=CAE18535.1],[gene=pgm],[protein=Phosphoglucomutase],[locus_tag=SynWH8103_02472],[protein_id=CRY93160.1],[gene=None],"[protein=phosphoglucomutase/phosphomannomutase, C-terminal domain protein]",[evalue=0.00000E+00],[locus_tag=SynWH8103_00254],[protein_id=CRY91004.1],[gene=None],"[protein=phosphoglucomutase/phosphomannomutase, C-terminal domain protein]",[evalue=2.88123E-15]
[locus_tag=PMM0077],[protein_id=CAE18536.1],[gene=yrvN],"[protein=putative ATPase, AAA family]",[locus_tag=SynWH8103_02476],[protein_id=CRY93164.1],[gene=yrvN],"[protein=ATPase, AAA family domain protein]",[evalue=4.33252E-163],[locus_tag=SynWH8103_00063],[protein_id=CRY90819.1],[gene=dnaX],"[protein=DNA polymerase III, gamma and tau subunits]",[evalue=4.69234E-13],[locus_tag=SynWH8103_00141],[protein_id=CRY90894.1],[gene=ruvB],[protein=holliday junction ATP-dependent DNA helicase RuvB],[evalue=1.45715E-11]
[locus_tag=PMM0078],[protein_id=CAE18537.1],[gene=None],[protein=possible 4'-phosphopantetheinyl transferase family protein],[locus_tag=SynWH8103_02478],[protein_id=CRY93167.1],[gene=None],[protein=4'-phosphopantetheinyl transferase superfamily protein],[evalue=6.68960E-36]
[locus_tag=PMM0079],[protein_id=CAE18538.1],[gene=bcp],[protein=putative bacterioferritin comigratory (BCP) protein],[locus_tag=SynWH8103_02481],[protein_id=CRY93168.1],[gene=prxQ],[protein=peroxiredoxin],[evalue=1.65140E-73],[locus_tag=SynWH8103_01146],[protein_id=CRY91880.1],[gene=prxQ],[protein=Peroxiredoxin],[evalue=2.80062E-25],[locus_tag=SynWH8103_01419],[protein_id=CRY92146.1],[gene=prxQ],[protein=Peroxiredoxin],[evalue=2.51110E-18]
[locus_tag=PMM0080],[protein_id=CAE18539.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_02480],[protein_id=CRY93169.1],[gene=None],[protein=type III pantothenate kinase family protein],[evalue=3.95323E-36]
[locus_tag=PMM0081],[protein_id=CAE18540.1],[gene=cysH],[protein=Phosphoadenosine phosphosulfate reductase],[locus_tag=SynWH8103_02482],[protein_id=CRY93170.1],[gene=cysH],[protein=phosophoadenylyl-sulfate reductase family protein],[evalue=1.95111E-101]
[locus_tag=PMM0082],[protein_id=CAE18541.1],[gene=None],"[protein=putative NADH dehydrogenase, transport associated]",[locus_tag=SynWH8103_02483],[protein_id=CRY93171.1],[gene=None],[protein=pyridine nucleotide-disulfide oxidoreductase family protein],[evalue=2.04631E-80]
[locus_tag=PMM0083],[protein_id=CAE18542.1],[gene=None],"[protein=putative sodium/sulfate transporter, DASS family]",[locus_tag=SynWH8103_02485],[protein_id=CRY93173.1],[gene=None],"[protein=putative sodium/sulfate transporter, DASS family]",[evalue=0.00000E+00]
[locus_tag=PMM0084],[protein_id=CAE18543.1],[gene=None],"[protein=possible sodium transporter, Trk family]",[locus_tag=SynWH8103_02486],[protein_id=CRY93174.1],[gene=trkH],"[protein=Potassium Ion transporter, Trk family]",[evalue=0.00000E+00]
