[locus_tag=PMT9312_0001],[protein_id=ABB49062.1],[gene=None],"[protein=DNA polymerase III, beta subunit]",[locus_tag=PMT9312_0001],[protein_id=ABB49062.1],[gene=None],"[protein=DNA polymerase III, beta subunit]",[evalue=0.00000E+00]
[locus_tag=PMT9312_0015],[protein_id=ABB49076.1],[gene=None],[protein=Methionine sulfoxide reductase B],[locus_tag=PMT9312_0015],[protein_id=ABB49076.1],[gene=None],[protein=Methionine sulfoxide reductase B],[evalue=1.08828E-124]
[locus_tag=PMT9312_0016],[protein_id=ABB49077.1],[gene=None],[protein=heat shock protein GrpE],[locus_tag=PMT9312_0016],[protein_id=ABB49077.1],[gene=None],[protein=heat shock protein GrpE],[evalue=3.52115E-176]
[locus_tag=PMT9312_0017],[protein_id=ABB49078.1],[gene=None],[protein=Heat shock protein DnaJ],[locus_tag=PMT9312_0017],[protein_id=ABB49078.1],[gene=None],[protein=Heat shock protein DnaJ],[evalue=0.00000E+00],[locus_tag=PMT9312_0904],[protein_id=ABB49964.1],[gene=None],[protein=Heat shock protein DnaJ-like protein],[evalue=2.97848E-13],[locus_tag=PMT9312_0904],[protein_id=ABB49964.1],[gene=None],[protein=Heat shock protein DnaJ-like protein],[evalue=1.43208E-08]
[locus_tag=PMT9312_0018],[protein_id=ABB49079.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0018],[protein_id=ABB49079.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.02997E-50]
[locus_tag=PMT9312_0019],[protein_id=ABB49080.1],[gene=None],[protein=GTPase EngC],[locus_tag=PMT9312_0019],[protein_id=ABB49080.1],[gene=None],[protein=GTPase EngC],[evalue=0.00000E+00]
[locus_tag=PMT9312_0020],[protein_id=ABB49081.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0020],[protein_id=ABB49081.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.96399E-83]
[locus_tag=PMT9312_0021],[protein_id=ABB49082.1],[gene=None],[protein=UDP-N-acetylmuramate dehydrogenase],[locus_tag=PMT9312_0021],[protein_id=ABB49082.1],[gene=None],[protein=UDP-N-acetylmuramate dehydrogenase],[evalue=0.00000E+00]
[locus_tag=PMT9312_0022],[protein_id=ABB49083.1],[gene=None],[protein=UDP-N-acetylmuramate--L-alanine ligase],[locus_tag=PMT9312_0022],[protein_id=ABB49083.1],[gene=None],[protein=UDP-N-acetylmuramate--L-alanine ligase],[evalue=0.00000E+00],[locus_tag=PMT9312_1461],[protein_id=ABB50521.1],[gene=None],[protein=UDP-N-acetylmuramoylalanine--D-glutamate ligase],[evalue=2.01920E-06]
[locus_tag=PMT9312_0023],[protein_id=ABB49084.1],[gene=None],[protein=None],[locus_tag=PMT9312_0023],[protein_id=ABB49084.1],[gene=None],[protein=None],[evalue=0.00000E+00],[locus_tag=PMT9312_0725],[protein_id=ABB49785.1],[gene=None],[protein=glyceraldehyde-3-phosphate dehydrogenase],[evalue=9.36127E-95]
[locus_tag=PMT9312_0024],[protein_id=ABB49085.1],[gene=None],[protein=thiamine-phosphate kinase],[locus_tag=PMT9312_0024],[protein_id=ABB49085.1],[gene=None],[protein=thiamine-phosphate kinase],[evalue=0.00000E+00]
[locus_tag=PMT9312_0025],[protein_id=ABB49086.1],[gene=None],[protein=cyclophilin-type peptidyl-prolyl cis-trans isomerase],[locus_tag=PMT9312_0025],[protein_id=ABB49086.1],[gene=None],[protein=cyclophilin-type peptidyl-prolyl cis-trans isomerase],[evalue=0.00000E+00],[locus_tag=PMT9312_1254],[protein_id=ABB50313.1],[gene=None],[protein=cyclophilin-type peptidyl-prolyl cis-trans isomerase],[evalue=2.18412E-07]
[locus_tag=PMT9312_0026],[protein_id=ABB49087.1],[gene=None],[protein=None],[locus_tag=PMT9312_0026],[protein_id=ABB49087.1],[gene=None],[protein=None],[evalue=1.83354E-137]
[locus_tag=PMT9312_0027],[protein_id=ABB49088.1],[gene=None],[protein=biotin carboxyl carrier protein],[locus_tag=PMT9312_0027],[protein_id=ABB49088.1],[gene=None],[protein=biotin carboxyl carrier protein],[evalue=3.08782E-123]
[locus_tag=PMT9312_0028],[protein_id=ABB49089.1],[gene=None],[protein=4-hydroxythreonine-4-phosphate dehydrogenase],[locus_tag=PMT9312_0028],[protein_id=ABB49089.1],[gene=None],[protein=4-hydroxythreonine-4-phosphate dehydrogenase],[evalue=0.00000E+00]
[locus_tag=PMT9312_0029],[protein_id=ABB49090.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0029],[protein_id=ABB49090.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT9312_0030],[protein_id=ABB49091.1],[gene=None],[protein=None],[locus_tag=PMT9312_0030],[protein_id=ABB49091.1],[gene=None],[protein=None],[evalue=2.06197E-52]
[locus_tag=PMT9312_0031],[protein_id=ABB49092.1],[gene=None],[protein=HNH nuclease],[locus_tag=PMT9312_0031],[protein_id=ABB49092.1],[gene=None],[protein=HNH nuclease],[evalue=8.79932E-101],[locus_tag=PMT9312_0987],[protein_id=ABB50047.1],[gene=None],[protein=HNH nuclease],[evalue=2.66576E-53],[locus_tag=PMT9312_1621],[protein_id=ABB50681.1],[gene=None],[protein=HNH nuclease],[evalue=2.07397E-08]
[locus_tag=PMT9312_0032],[protein_id=ABB49093.1],[gene=None],[protein=type II secretion system protein-like protein],[locus_tag=PMT9312_0032],[protein_id=ABB49093.1],[gene=None],[protein=type II secretion system protein-like protein],[evalue=1.21724E-100]
[locus_tag=PMT9312_0033],[protein_id=ABB49094.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0033],[protein_id=ABB49094.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.65972E-115]
[locus_tag=PMT9312_0034],[protein_id=ABB49095.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0034],[protein_id=ABB49095.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.20929E-43]
[locus_tag=PMT9312_0035],[protein_id=ABB49096.1],[gene=None],[protein=Serine--glyoxylate transaminase],[locus_tag=PMT9312_0035],[protein_id=ABB49096.1],[gene=None],[protein=Serine--glyoxylate transaminase],[evalue=0.00000E+00],[locus_tag=PMT9312_0881],[protein_id=ABB49941.1],[gene=None],[protein=alanine-glyoxylate aminotransferase apoenzyme],[evalue=7.71909E-67]
[locus_tag=PMT9312_0036],[protein_id=ABB49097.1],[gene=None],[protein=cobalamin biosynthesis protein CbiD],[locus_tag=PMT9312_0036],[protein_id=ABB49097.1],[gene=None],[protein=cobalamin biosynthesis protein CbiD],[evalue=0.00000E+00]
[locus_tag=PMT9312_0037],[protein_id=ABB49098.1],[gene=None],[protein=None],[locus_tag=PMT9312_0037],[protein_id=ABB49098.1],[gene=None],[protein=None],[evalue=0.00000E+00],[locus_tag=PMT9312_0186],[protein_id=ABB49248.1],[gene=None],"[protein=anthranilate synthase, component II]",[evalue=2.79031E-17]
[locus_tag=PMT9312_0038],[protein_id=ABB49099.1],[gene=None],[protein=TPR repeat],[locus_tag=PMT9312_0038],[protein_id=ABB49099.1],[gene=None],[protein=TPR repeat],[evalue=0.00000E+00],[locus_tag=PMT9312_1707],[protein_id=ABB50768.1],[gene=None],[protein=TPR repeat],[evalue=1.19918E-06]
[locus_tag=PMT9312_0039],[protein_id=ABB49100.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0039],[protein_id=ABB49100.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00],[locus_tag=PMT9312_0366],[protein_id=ABB49427.1],[gene=None],[protein=conserved hypothetical protein],[evalue=5.80749E-43]
[locus_tag=PMT9312_0040],[protein_id=ABB49101.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0040],[protein_id=ABB49101.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.92606E-151]
[locus_tag=PMT9312_1970],[protein_id=ABS83085.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMT9312_1970],[protein_id=ABS83085.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=3.11272E-28]
[locus_tag=PMT9312_0041],[protein_id=ABB49102.1],[gene=None],[protein=peptidoglycan glycosyltransferase],[locus_tag=PMT9312_0041],[protein_id=ABB49102.1],[gene=None],[protein=peptidoglycan glycosyltransferase],[evalue=0.00000E+00],[locus_tag=PMT9312_0518],[protein_id=ABB49579.1],[gene=None],[protein=Peptidoglycan glycosyltransferase],[evalue=7.67146E-21]
[locus_tag=PMT9312_0042],[protein_id=ABB49103.1],[gene=None],[protein=reductase-like protein],[locus_tag=PMT9312_0042],[protein_id=ABB49103.1],[gene=None],[protein=reductase-like protein],[evalue=1.10265E-125]
[locus_tag=PMT9312_0043],[protein_id=ABB49104.1],[gene=None],[protein=flavoprotein],[locus_tag=PMT9312_0043],[protein_id=ABB49104.1],[gene=None],[protein=flavoprotein],[evalue=0.00000E+00],[locus_tag=PMT9312_0044],[protein_id=ABB49105.1],[gene=None],[protein=flavoprotein],[evalue=8.67117E-95],[locus_tag=PMT9312_0917],[protein_id=ABB49977.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.86018E-10]
[locus_tag=PMT9312_0044],[protein_id=ABB49105.1],[gene=None],[protein=flavoprotein],[locus_tag=PMT9312_0044],[protein_id=ABB49105.1],[gene=None],[protein=flavoprotein],[evalue=0.00000E+00],[locus_tag=PMT9312_0043],[protein_id=ABB49104.1],[gene=None],[protein=flavoprotein],[evalue=5.58166E-92],[locus_tag=PMT9312_0917],[protein_id=ABB49977.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.49681E-08]
[locus_tag=PMT9312_0045],[protein_id=ABB49106.1],[gene=None],[protein=alanyl-tRNA synthetase],[locus_tag=PMT9312_0045],[protein_id=ABB49106.1],[gene=None],[protein=alanyl-tRNA synthetase],[evalue=0.00000E+00]
[locus_tag=PMT9312_0046],[protein_id=ABB49107.1],[gene=None],[protein=arginine decarboxylase],[locus_tag=PMT9312_0046],[protein_id=ABB49107.1],[gene=None],[protein=arginine decarboxylase],[evalue=0.00000E+00],[locus_tag=PMT9312_1101],[protein_id=ABB50160.1],[gene=None],[protein=diaminopimelate decarboxylase],[evalue=4.82429E-11]
[locus_tag=PMT9312_0047],[protein_id=ABB49108.1],[gene=None],[protein=nucleoside diphosphate kinase],[locus_tag=PMT9312_0047],[protein_id=ABB49108.1],[gene=None],[protein=nucleoside diphosphate kinase],[evalue=2.78219E-112]
[locus_tag=PMT9312_0048],[protein_id=ABB49109.1],[gene=None],[protein=putative thiamine biosynthesis oxidoreductase],[locus_tag=PMT9312_0048],[protein_id=ABB49109.1],[gene=None],[protein=putative thiamine biosynthesis oxidoreductase],[evalue=0.00000E+00]
[locus_tag=PMT9312_0049],[protein_id=ABB49110.1],[gene=None],[protein=None],[locus_tag=PMT9312_0049],[protein_id=ABB49110.1],[gene=None],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMT9312_0050],[protein_id=ABB49111.1],[gene=None],[protein=dephospho-CoA kinase],[locus_tag=PMT9312_0050],[protein_id=ABB49111.1],[gene=None],[protein=dephospho-CoA kinase],[evalue=1.46495E-150]
[locus_tag=PMT9312_0051],[protein_id=ABB49112.1],[gene=None],[protein=glutamate N-acetyltransferase / N-acetylglutamate synthase],[locus_tag=PMT9312_0051],[protein_id=ABB49112.1],[gene=None],[protein=glutamate N-acetyltransferase / N-acetylglutamate synthase],[evalue=0.00000E+00]
[locus_tag=PMT9312_0052],[protein_id=ABB49113.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0052],[protein_id=ABB49113.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.92560E-167]
[locus_tag=PMT9312_0053],[protein_id=ABB49114.1],[gene=None],[protein=aldo/keto reductase family],[locus_tag=PMT9312_0053],[protein_id=ABB49114.1],[gene=None],[protein=aldo/keto reductase family],[evalue=0.00000E+00]
[locus_tag=PMT9312_1971],[protein_id=ABS83086.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMT9312_1971],[protein_id=ABS83086.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=5.57643E-30]
[locus_tag=PMT9312_0054],[protein_id=ABB49115.1],[gene=None],[protein=putative RNA methylase family UPF0020],[locus_tag=PMT9312_0054],[protein_id=ABB49115.1],[gene=None],[protein=putative RNA methylase family UPF0020],[evalue=0.00000E+00]
[locus_tag=PMT9312_0055],[protein_id=ABB49116.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0055],[protein_id=ABB49116.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.01056E-91]
[locus_tag=PMT9312_0056],[protein_id=ABB49117.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0056],[protein_id=ABB49117.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.62897E-105]
[locus_tag=PMT9312_1972],[protein_id=ABS83087.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMT9312_1972],[protein_id=ABS83087.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=2.74827E-24]
[locus_tag=PMT9312_0057],[protein_id=ABB49118.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0057],[protein_id=ABB49118.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.54194E-26]
[locus_tag=PMT9312_0058],[protein_id=ABB49119.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0058],[protein_id=ABB49119.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.10387E-87]
[locus_tag=PMT9312_0059],[protein_id=ABB49120.1],[gene=None],[protein=condensin subunit Smc],[locus_tag=PMT9312_0059],[protein_id=ABB49120.1],[gene=None],[protein=condensin subunit Smc],[evalue=0.00000E+00]
[locus_tag=PMT9312_0060],[protein_id=ABB49121.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0060],[protein_id=ABB49121.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT9312_0061],[protein_id=ABB49122.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0061],[protein_id=ABB49122.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT9312_0062],[protein_id=ABB49123.1],[gene=None],"[protein=acetyl-CoA carboxylase, biotin carboxylase]",[locus_tag=PMT9312_0062],[protein_id=ABB49123.1],[gene=None],"[protein=acetyl-CoA carboxylase, biotin carboxylase]",[evalue=0.00000E+00],[locus_tag=PMT9312_0975],[protein_id=ABB50035.1],[gene=None],[protein=carbamoyl-phosphate synthase large subunit],[evalue=5.13418E-08],[locus_tag=PMT9312_1014],[protein_id=ABB50074.1],[gene=None],[protein=formate-dependent phosphoribosylglycinamide formyltransferase],[evalue=7.56393E-06]
[locus_tag=PMT9312_0063],[protein_id=ABB49124.1],[gene=None],"[protein=YGGT family, conserved hypothetical integral membrane protein]",[locus_tag=PMT9312_0063],[protein_id=ABB49124.1],[gene=None],"[protein=YGGT family, conserved hypothetical integral membrane protein]",[evalue=3.01268E-67],[locus_tag=PMT9312_0890],[protein_id=ABB49950.1],[gene=None],[protein=conserved hypothetical membrane protein],[evalue=6.10158E-11]
[locus_tag=PMT9312_0064],[protein_id=ABB49125.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMT9312_0064],[protein_id=ABB49125.1],[gene=None],[protein=hypothetical protein],[evalue=4.00244E-39]
[locus_tag=PMT9312_0065],[protein_id=ABB49126.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0065],[protein_id=ABB49126.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT9312_0066],[protein_id=ABB49127.1],[gene=None],[protein=high light inducible protein-like protein],[locus_tag=PMT9312_0066],[protein_id=ABB49127.1],[gene=None],[protein=high light inducible protein-like protein],[evalue=2.37253E-62],[locus_tag=PMT9312_1575],[protein_id=ABB50635.1],[gene=None],[protein=high light inducible protein-like protein],[evalue=2.30495E-08],[locus_tag=PMT9312_0097],[protein_id=ABB49158.1],[gene=None],[protein=high light inducible protein-like protein],[evalue=1.52087E-07]
[locus_tag=PMT9312_0067],[protein_id=ABB49128.1],[gene=None],[protein=ATPase],[locus_tag=PMT9312_0067],[protein_id=ABB49128.1],[gene=None],[protein=ATPase],[evalue=0.00000E+00],[locus_tag=PMT9312_0666],[protein_id=ABB49727.1],[gene=None],[protein=ATPase],[evalue=1.69445E-17],[locus_tag=PMT9312_1182],[protein_id=ABB50241.1],[gene=None],[protein=ATPase],[evalue=4.98008E-17]
[locus_tag=PMT9312_0068],[protein_id=ABB49129.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0068],[protein_id=ABB49129.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.75408E-63]
[locus_tag=PMT9312_0069],[protein_id=ABB49130.1],[gene=None],[protein=None],[locus_tag=PMT9312_0069],[protein_id=ABB49130.1],[gene=None],[protein=None],[evalue=1.04096E-83]
[locus_tag=PMT9312_0070],[protein_id=ABB49131.1],[gene=None],[protein=peptide deformylase],[locus_tag=PMT9312_0070],[protein_id=ABB49131.1],[gene=None],[protein=peptide deformylase],[evalue=1.00878E-150]
[locus_tag=PMT9312_0071],[protein_id=ABB49132.1],[gene=None],[protein=esterase/lipase/thioesterase family active site],[locus_tag=PMT9312_0071],[protein_id=ABB49132.1],[gene=None],[protein=esterase/lipase/thioesterase family active site],[evalue=0.00000E+00]
[locus_tag=PMT9312_0072],[protein_id=ABB49133.1],[gene=None],[protein=cysteine desulfurase],[locus_tag=PMT9312_0072],[protein_id=ABB49133.1],[gene=None],[protein=cysteine desulfurase],[evalue=0.00000E+00],[locus_tag=PMT9312_0913],[protein_id=ABB49973.1],[gene=None],[protein=None],[evalue=2.82436E-22],[locus_tag=PMT9312_0172],[protein_id=ABB49234.1],[gene=None],[protein=nifS-like aminotransferase class-V],[evalue=2.19133E-19]
[locus_tag=PMT9312_0073],[protein_id=ABB49134.1],[gene=None],"[protein=ABC transporter, membrane component]",[locus_tag=PMT9312_0073],[protein_id=ABB49134.1],[gene=None],"[protein=ABC transporter, membrane component]",[evalue=0.00000E+00],[locus_tag=PMT9312_0075],[protein_id=ABB49136.1],[gene=None],[protein=Iron-regulated ABC transporter membrane component SufB],[evalue=2.35364E-07]
[locus_tag=PMT9312_0074],[protein_id=ABB49135.1],[gene=None],[protein=FeS assembly ATPase SufC],[locus_tag=PMT9312_0074],[protein_id=ABB49135.1],[gene=None],[protein=FeS assembly ATPase SufC],[evalue=0.00000E+00],[locus_tag=PMT9312_0772],[protein_id=ABB49832.1],[gene=None],[protein=ATPase],[evalue=2.00605E-16],[locus_tag=PMT9312_0825],[protein_id=ABB49885.1],[gene=None],[protein=urea ABC transporter ATP-binding protein],[evalue=2.32609E-13]
[locus_tag=PMT9312_0075],[protein_id=ABB49136.1],[gene=None],[protein=Iron-regulated ABC transporter membrane component SufB],[locus_tag=PMT9312_0075],[protein_id=ABB49136.1],[gene=None],[protein=Iron-regulated ABC transporter membrane component SufB],[evalue=0.00000E+00]
[locus_tag=PMT9312_0076],[protein_id=ABB49137.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0076],[protein_id=ABB49137.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.43198E-83]
[locus_tag=PMT9312_0077],[protein_id=ABB49138.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMT9312_0077],[protein_id=ABB49138.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00],[locus_tag=PMT9312_1503],[protein_id=ABB50563.1],[gene=None],[protein=hypothetical protein],[evalue=4.68391E-15]
[locus_tag=PMT9312_0078],[protein_id=ABB49139.1],[gene=None],[protein=membrane protein],[locus_tag=PMT9312_0078],[protein_id=ABB49139.1],[gene=None],[protein=membrane protein],[evalue=5.57576E-36]
[locus_tag=PMT9312_0079],[protein_id=ABB49140.1],[gene=None],[protein=phosphoglucomutase],[locus_tag=PMT9312_0079],[protein_id=ABB49140.1],[gene=None],[protein=phosphoglucomutase],[evalue=0.00000E+00],[locus_tag=PMT9312_0280],[protein_id=ABB49341.1],[gene=None],[protein=Phosphomannomutase],[evalue=4.73042E-27]
[locus_tag=PMT9312_0080],[protein_id=ABB49141.1],[gene=None],[protein=Recombination protein MgsA],[locus_tag=PMT9312_0080],[protein_id=ABB49141.1],[gene=None],[protein=Recombination protein MgsA],[evalue=0.00000E+00],[locus_tag=PMT9312_1750],[protein_id=ABB50811.1],[gene=None],"[protein=DNA polymerase III, tau subunit]",[evalue=8.07174E-11],[locus_tag=PMT9312_1708],[protein_id=ABB50769.1],[gene=None],[protein=Holliday junction DNA helicase subunit RuvB],[evalue=8.77166E-08]
[locus_tag=PMT9312_0081],[protein_id=ABB49142.1],[gene=None],[protein=None],[locus_tag=PMT9312_0081],[protein_id=ABB49142.1],[gene=None],[protein=None],[evalue=1.57823E-165]
[locus_tag=PMT9312_0082],[protein_id=ABB49143.1],[gene=None],[protein=None],[locus_tag=PMT9312_0082],[protein_id=ABB49143.1],[gene=None],[protein=None],[evalue=1.62991E-114],[locus_tag=PMT9312_0897],[protein_id=ABB49957.1],[gene=None],[protein=alkyl hydroperoxide reductase/thiol specific antioxidant/mal allergens family protein],[evalue=6.10803E-23],[locus_tag=PMT9312_0353],[protein_id=ABB49414.1],[gene=None],[protein=putative bacterioferritin comigratory protein],[evalue=1.41511E-19]
[locus_tag=PMT9312_0083],[protein_id=ABB49144.1],[gene=None],"[protein=putative transcriptional acitvator, Baf]",[locus_tag=PMT9312_0083],[protein_id=ABB49144.1],[gene=None],"[protein=putative transcriptional acitvator, Baf]",[evalue=7.48162E-168]
[locus_tag=PMT9312_0084],[protein_id=ABB49145.1],[gene=None],[protein=None],[locus_tag=PMT9312_0084],[protein_id=ABB49145.1],[gene=None],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMT9312_0085],[protein_id=ABB49146.1],[gene=None],"[protein=putative NADH dehydrogenase, transport associated]",[locus_tag=PMT9312_0085],[protein_id=ABB49146.1],[gene=None],"[protein=putative NADH dehydrogenase, transport associated]",[evalue=0.00000E+00],[locus_tag=PMT9312_0304],[protein_id=ABB49365.1],[gene=None],"[protein=selenide, water dikinase]",[evalue=1.23366E-13]
[locus_tag=PMT9312_0086],[protein_id=ABB49147.1],[gene=None],"[protein=putative sodium/sulfate transporter, DASS family]",[locus_tag=PMT9312_0086],[protein_id=ABB49147.1],[gene=None],"[protein=putative sodium/sulfate transporter, DASS family]",[evalue=0.00000E+00]
[locus_tag=PMT9312_0087],[protein_id=ABB49148.1],[gene=None],"[protein=sodium transporter, trk family-like protein]",[locus_tag=PMT9312_0087],[protein_id=ABB49148.1],[gene=None],"[protein=sodium transporter, trk family-like protein]",[evalue=0.00000E+00]
[locus_tag=PMT9312_0088],[protein_id=ABB49149.1],[gene=None],"[protein=putative potassium channel, VIC family]",[locus_tag=PMT9312_0088],[protein_id=ABB49149.1],[gene=None],"[protein=putative potassium channel, VIC family]",[evalue=8.85745E-174],[locus_tag=PMT9312_0715],[protein_id=ABB49775.1],[gene=None],"[protein=putative potassium channel, VIC family]",[evalue=1.24377E-11]
