Locus tag,Protein ID,Gene,Protein name,Hit #1 locus tag,Protein ID,Gene,Protein name,E-value,Hit #2 locus tag,Protein ID,Gene,Protein name,E-value,Hit #3 locus tag,Protein ID,Gene,Protein name,E-value
PMN2A_1373,AAZ58861.1,None,peptidoglycan glycosyltransferase,Syncc8109_0055,AHF62480.1,None,Peptidoglycan glycosyltransferase,0.00000E+00,Syncc8109_0774,AHF63154.1,ftsI,Peptidoglycan glycosyltransferase,9.82276E-23,,,,,
PMN2A_1374,AAZ58862.1,None,flavoprotein,Syncc8109_2611,AHF64918.1,None,putative reductase,6.36688E-65,,,,,,,,,,
PMN2A_1375,AAZ58863.1,None,flavodoxin:flavin reductase-like domain,Syncc8109_2608,AHF64915.1,fpaA,putative flavoprotein,0.00000E+00,Syncc8109_2607,AHF64914.1,fpaA,flavoprotein,6.16990E-93,,,,,
PMN2A_1376,AAZ58864.1,None,metallo-beta-lactamase superfamily:flavin reductase-like domain,Syncc8109_2607,AHF64914.1,fpaA,flavoprotein,0.00000E+00,Syncc8109_2608,AHF64915.1,fpaA,putative flavoprotein,2.17362E-104,Syncc8109_1294,AHF63661.1,None,hypothetical protein,7.07654E-11
PMN2A_1377,AAZ58865.1,None,alanyl-tRNA synthetase,Syncc8109_2599,AHF64906.1,alaS,alanyl-tRNA synthetase,0.00000E+00,,,,,,,,,,
PMN2A_1378,AAZ58866.1,None,arginine decarboxylase,Syncc8109_2598,AHF64905.1,None,arginine decarboxylase,0.00000E+00,,,,,,,,,,
PMN2A_1379,AAZ58867.1,None,nucleoside diphosphate kinase,Syncc8109_2597,AHF64904.1,None,Nucleoside-diphosphate kinase,4.58795E-94,,,,,,,,,,
PMN2A_1380,AAZ58868.1,None,glycine/D-amino acid oxidase family enzyme,Syncc8109_2596,AHF64903.1,thiO,putative thiamine biosynthesis oxidoreductase,2.68807E-156,Syncc8109_2743,AHF65049.1,None,D-amino acid oxidase,6.41090E-12,,,,,
PMN2A_1381,AAZ58869.1,None,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,Syncc8109_2595,AHF64902.1,gatB,"glutamyl-tRNA(Gln) amidotransferase, B subunit",0.00000E+00,,,,,,,,,,
PMN2A_1382,AAZ58870.1,None,dephospho-CoA kinase,Syncc8109_2593,AHF64900.1,coaE,Dephospho-CoA kinase,5.71600E-55,,,,,,,,,,
PMN2A_1383,AAZ58871.1,None,N-acetylglutamate synthase / glutamate N-acetyltransferase,Syncc8109_2592,AHF64899.1,argJ,arginine biosynthesis bifunctional protein ArgJ,1.97868E-161,,,,,,,,,,
PMN2A_1390,AAZ58878.1,None,cyanase,Syncc8109_2727,AHF65033.1,cynS,Cyanase,4.37688E-76,,,,,,,,,,
PMN2A_1399,AAZ58887.1,None,conserved hypothetical protein,Syncc8109_0954,AHF63329.1,None,hypothetical protein,1.88377E-48,,,,,,,,,,
PMN2A_1401,AAZ58889.1,None,conserved hypothetical protein,Syncc8109_0579,AHF62966.1,None,hypothetical protein,5.55436E-26,,,,,,,,,,
PMN2A_1402,AAZ58890.1,None,conserved hypothetical protein,Syncc8109_1307,AHF63674.1,None,hypothetical protein,1.86218E-56,,,,,,,,,,
PMN2A_1408,AAZ58896.1,None,short-chain dehydrogenase/reductase family enzyme,Syncc8109_1592,AHF63949.1,None,short-chain dehydrogenase/reductase (SDR) superfamily,1.45782E-83,Syncc8109_1308,AHF63675.1,csgA,putative CsgA C-factor signaling protein,4.19816E-15,,,,,
PMN2A_1410,AAZ58898.1,None,conserved hypothetical protein,Syncc8109_1586,AHF63943.1,None,hypothetical protein,2.05912E-100,Syncc8109_2448,AHF64757.1,None,ATPases involved in chromosome partitioning-like protein,3.81067E-90,,,,,
PMN2A_1411,AAZ58899.1,None,ATPase,Syncc8109_0984,AHF63358.1,mdlB,ATPase,1.73136E-52,Syncc8109_0860,AHF63238.1,mdlB,ATPase,1.42009E-37,Syncc8109_0092,AHF62514.1,None,putative multidrug efflux ABC transporter,2.42150E-37
PMN2A_1413,AAZ58901.1,None,mannosyltransferase,Syncc8109_2109,AHF64447.1,rfaG,putative glycosyltransferase,1.01040E-14,,,,,,,,,,
PMN2A_1414,AAZ58902.1,None,conserved hypothetical protein,Syncc8109_1138,AHF63509.1,None,hypothetical protein,2.58290E-11,,,,,,,,,,
PMN2A_1415,AAZ58903.1,None,putative RNA methylase family UPF0020,Syncc8109_2336,AHF64657.1,None,putative RNA methylase family UPF0020,2.79398E-143,,,,,,,,,,
PMN2A_1416,AAZ58904.1,None,membrane protein,Syncc8109_2337,AHF64658.1,None,hypothetical protein,2.98796E-41,,,,,,,,,,
PMN2A_1417,AAZ58905.1,None,conserved hypothetical protein,Syncc8109_2338,AHF64659.1,None,hypothetical protein,1.00589E-53,,,,,,,,,,
PMN2A_1419,AAZ58907.1,None,conserved hypothetical protein,Syncc8109_2339,AHF64660.1,None,hypothetical protein,8.69989E-25,,,,,,,,,,
PMN2A_1420,AAZ58908.1,None,condensin subunit Smc,Syncc8109_2341,AHF64662.1,None,chromosome segregation protein SMC,0.00000E+00,,,,,,,,,,
PMN2A_1421,AAZ58909.1,None,protein implicated in RNA metabolism (PRC-barrel domain),Syncc8109_2342,AHF64663.1,None,hypothetical protein,1.00784E-151,,,,,,,,,,
PMN2A_1422,AAZ58910.1,None,cyanobacteria-specific protein related to lipid A disaccharide synthetase,Syncc8109_2344,AHF64665.1,None,hypothetical protein,0.00000E+00,,,,,,,,,,
PMN2A_1423,AAZ58911.1,None,"acetyl-CoA carboxylase, biotin carboxylase",Syncc8109_2347,AHF64666.1,accC,"acetyl-CoA carboxylase, biotin carboxylase",0.00000E+00,,,,,,,,,,
PMN2A_1424,AAZ58912.1,None,"YGGT family, conserved hypothetical protein integral membrane protein",Syncc8109_2348,AHF64667.1,None,hypothetical protein,2.22627E-34,,,,,,,,,,
PMN2A_1426,AAZ58914.1,None,conserved hypothetical protein,Syncc8109_2350,AHF64669.1,None,hypothetical protein,6.52662E-93,,,,,,,,,,
PMN2A_1427,AAZ58915.1,None,high light inducible protein hli5,Syncc8109_2353,AHF64672.1,hli2,putative high light inducible protein,1.19457E-24,,,,,,,,,,
PMN2A_1428,AAZ58916.1,None,ATPase,Syncc8109_2354,AHF64673.1,None,ATPase,0.00000E+00,Syncc8109_1534,AHF63895.1,None,ATPase,1.60797E-16,Syncc8109_0092,AHF62514.1,None,putative multidrug efflux ABC transporter,4.32928E-15
PMN2A_1430,AAZ58918.1,None,HIT family hydrolase,Syncc8109_2355,AHF64674.1,None,HIT (histidine triad) family protein,1.34019E-53,,,,,,,,,,
PMN2A_1431,AAZ58919.1,None,peptide deformylase,Syncc8109_2360,AHF64679.1,def,Formylmethionine deformylase,4.04799E-99,,,,,,,,,,
PMN2A_1432,AAZ58920.1,None,dienelactone hydrolase,Syncc8109_2361,AHF64680.1,None,putative peptidase,0.00000E+00,,,,,,,,,,
PMN2A_1433,AAZ58921.1,None,cysteine desulfurase,Syncc8109_2363,AHF64682.1,None,"cysteine desulfurase, SufS subfamily",0.00000E+00,Syncc8109_2540,AHF64847.1,nifS,NifS-like aminotransferase class-V,3.43212E-20,Syncc8109_1288,AHF63655.1,nifS,putative cysteine desulfurase (class-V aminotransferase family),4.65606E-20
PMN2A_1434,AAZ58922.1,None,ABC-type transport system involved in Fe-S cluster assembly permease component,Syncc8109_2364,AHF64683.1,None,"ABC transporter, membrane component",4.75733E-110,,,,,,,,,,
PMN2A_1435,AAZ58923.1,None,FeS assembly ATPase SufC,Syncc8109_2365,AHF64684.1,sufC,FeS assembly ATPase SufC,1.41151E-142,Syncc8109_1252,AHF63620.1,None,ATPase,2.26294E-17,Syncc8109_1444,AHF63806.1,None,ATPase,5.05321E-12
PMN2A_1436,AAZ58924.1,None,Iron-regulated ABC transporter membrane component SufB,Syncc8109_2366,AHF64685.1,sufB,FeS assembly protein SufB,0.00000E+00,Syncc8109_2364,AHF64683.1,None,"ABC transporter, membrane component",6.52783E-14,,,,,
PMN2A_1437,AAZ58925.1,None,conserved hypothetical protein,Syncc8109_2369,AHF64688.1,None,hypothetical protein,1.43261E-21,,,,,,,,,,
PMN2A_1438,AAZ58926.1,None,conserved hypothetical protein,Syncc8109_2373,AHF64692.1,None,hypothetical protein,6.80192E-161,,,,,,,,,,
PMN2A_1439,AAZ58927.1,None,membrane protein,Syncc8109_2374,AHF64693.1,None,hypothetical protein,9.80984E-20,,,,,,,,,,
PMN2A_1440,AAZ58928.1,None,phosphoglucomutase,Syncc8109_2381,AHF64698.1,pgm,phosphoglucomutase,0.00000E+00,,,,,,,,,,
PMN2A_1441,AAZ58929.1,None,Recombination protein MgsA,Syncc8109_2385,AHF64702.1,yrvN,ATPase,0.00000E+00,Syncc8109_0141,AHF62561.1,ruvB,Holliday junction DNA helicase RuvB,4.42631E-14,,,,,
PMN2A_1443,AAZ58931.1,None,putative bacterioferritin comigratory (BCP) protein,Syncc8109_2389,AHF64706.1,bcp,putative bacterioferritin comigratory (BCP) protein,8.31422E-82,Syncc8109_1547,AHF63907.1,None,putative bacterioferritin comigratory protein,3.72588E-32,Syncc8109_1257,AHF63625.1,None,Twin-arginine translocation pathway signal,9.62684E-20
PMN2A_1444,AAZ58932.1,None,bordetella pertussis Bvg accessory factor,Syncc8109_2390,AHF64707.1,None,putative transcriptional regulator,9.33245E-41,,,,,,,,,,
PMN2A_1445,AAZ58933.1,None,phosphoadenylylsulfate reductase (thioredoxin),Syncc8109_2391,AHF64708.1,cysH,phosphoadenosine phosphosulfate reductase,9.63546E-111,,,,,,,,,,
PMN2A_1446,AAZ58934.1,None,"NADH dehydrogenase, FAD-containing subunit",Syncc8109_2392,AHF64709.1,None,"putative NADH dehydrogenase, transport associated",7.61876E-95,,,,,,,,,,
PMN2A_1447,AAZ58935.1,None,di/tricarboxylate transporter,Syncc8109_2394,AHF64711.1,None,"putative sodium/sulfate transporter, DASS family",0.00000E+00,,,,,,,,,,
PMN2A_1448,AAZ58936.1,None,"trk-type K+ transport system, membrane component",Syncc8109_2395,AHF64712.1,trkH,"putative sodium transporter, trk family",1.34851E-177,,,,,,,,,,
PMN2A_1449,AAZ58937.1,None,"K+ transport system, NAD-binding component",Syncc8109_2396,AHF64713.1,trkA,"putative potassium channel, VIC family",3.49325E-135,,,,,,,,,,
PMN2A_1450,AAZ58938.1,None,"conserved hypothetical protein, transport associated",Syncc8109_2397,AHF64714.1,None,anhydro-N-acetylmuramic acid kinase,1.43596E-135,,,,,,,,,,
PMN2A_1451,AAZ58939.1,None,conserved hypothetical protein,Syncc8109_2398,AHF64715.1,None,hypothetical protein,1.80379E-34,,,,,,,,,,
PMN2A_1452,AAZ58940.1,None,membrane protein,Syncc8109_2399,AHF64716.1,None,hypothetical protein,1.16260E-38,,,,,,,,,,
PMN2A_1453,AAZ58941.1,None,conserved hypothetical protein,Syncc8109_2400,AHF64717.1,None,hypothetical protein,1.62419E-30,,,,,,,,,,
PMN2A_1455,AAZ58943.1,None,ATPase,Syncc8109_2402,AHF64719.1,None,ATPase,0.00000E+00,Syncc8109_0566,AHF62953.1,None,ATPase,8.87823E-83,Syncc8109_0566,AHF62953.1,None,ATPase,2.64525E-23
PMN2A_1456,AAZ58944.1,None,PDZ/DHR/GLGF protein,Syncc8109_2404,AHF64721.1,None,PDZ/DHR/GLGF protein,2.33373E-137,Syncc8109_2162,AHF64497.1,degP,PDZ/DHR/GLGF protein,9.02975E-92,Syncc8109_1713,AHF64069.1,None,PDZ/DHR/GLGF protein,4.45353E-72
PMN2A_1457,AAZ58945.1,None,uncharacterized membrane protein,Syncc8109_2405,AHF64722.1,None,hypothetical protein,2.91322E-21,,,,,,,,,,
PMN2A_1458,AAZ58946.1,None,conserved hypothetical protein,Syncc8109_2406,AHF64723.1,None,hypothetical protein,1.96235E-85,,,,,,,,,,
PMN2A_1459,AAZ58947.1,None,possible high light inducible protein,Syncc8109_2409,AHF64726.1,hli6,putative high light inducible protein,4.81067E-21,,,,,,,,,,
PMN2A_1460,AAZ58948.1,None,Exodeoxyribonuclease VII large subunit,Syncc8109_2411,AHF64728.1,None,"exodeoxyribonuclease VII, large subunit",6.81795E-144,,,,,,,,,,
PMN2A_1461,AAZ58949.1,None,exodeoxyribonuclease VII small subunit,Syncc8109_2412,AHF64729.1,None,exodeoxyribonuclease VII small subunit,7.43777E-14,,,,,,,,,,
PMN2A_1462,AAZ58950.1,None,conserved hypothetical protein,Syncc8109_2414,AHF64731.1,None,hypothetical protein,2.64656E-16,,,,,,,,,,
PMN2A_1463,AAZ58951.1,None,putative serum resistance locus BrkB,Syncc8109_2415,AHF64732.1,None,serum resistance locus BrkB-like protein,3.65150E-86,,,,,,,,,,
PMN2A_1464,AAZ58952.1,None,inositol monophosphatase family protein,Syncc8109_2424,AHF64735.1,None,inositol monophosphate family protein,3.34384E-127,Syncc8109_1262,AHF63630.1,None,Inositol-1(or 4)-monophosphatase,6.59794E-18,,,,,
PMN2A_1465,AAZ58953.1,None,outer membrane efflux protein,Syncc8109_2425,AHF64736.1,None,putative RND family outer membrane efflux protein,3.66893E-132,,,,,,,,,,
PMN2A_1466,AAZ58954.1,None,possible Fe-S oxidoreductase,Syncc8109_2426,AHF64737.1,None,putative Fe-S oxidoreductase,0.00000E+00,,,,,,,,,,
PMN2A_1467,AAZ58955.1,None,uncharacterized membrane protein,Syncc8109_2428,AHF64739.1,None,hypothetical protein,8.14054E-67,,,,,,,,,,
PMN2A_1468,AAZ58956.1,None,L-aspartate oxidase,Syncc8109_2430,AHF64741.1,nadB,L-aspartate oxidase,0.00000E+00,,,,,,,,,,
PMN2A_1469,AAZ58957.1,None,thioredoxin domain 2,Syncc8109_2431,AHF64742.1,None,Thioredoxin domain 2,1.53383E-123,Syncc8109_1211,AHF63581.1,None,hypothetical protein,3.30569E-15,Syncc8109_0557,AHF62944.1,None,hypothetical protein,1.65253E-14
PMN2A_1471,AAZ58959.1,None,dihydropteroate synthase,Syncc8109_2439,AHF64748.1,None,hypothetical protein,2.43462E-45,,,,,,,,,,
PMN2A_1473,AAZ58961.1,None,conserved hypothetical protein,Syncc8109_2440,AHF64749.1,None,hypothetical protein,4.28858E-171,,,,,,,,,,
PMN2A_1474,AAZ58962.1,None,pyrimidine reductase,Syncc8109_2441,AHF64750.1,None,putative riboflavin-specific deaminase,1.26153E-64,,,,,,,,,,
PMN2A_1475,AAZ58963.1,None,6-pyruvoyl-tetrahydropterin synthase-like protein,Syncc8109_2442,AHF64751.1,None,6-pyruvoyltetrahydropterin synthase,1.39671E-172,,,,,,,,,,
PMN2A_1476,AAZ58964.1,None,shikimate kinase,Syncc8109_2443,AHF64752.1,aroK,Shikimate kinase,3.08615E-62,,,,,,,,,,
PMN2A_1909,ABU23847.1,None,conserved hypothetical protein,Syncc8109_2444,AHF64753.1,None,hypothetical protein,6.42106E-33,,,,,,,,,,
PMN2A_1477,AAZ58965.1,None,conserved hypothetical protein,Syncc8109_2445,AHF64754.1,None,hypothetical protein,9.74461E-50,,,,,,,,,,
PMN2A_1478,AAZ58966.1,None,glutathione S-transferase zeta class,Syncc8109_2446,AHF64755.1,None,putative glutathione S-transferase,1.27424E-75,,,,,,,,,,
PMN2A_1480,AAZ58968.1,None,ribosome-binding factor A,Syncc8109_2454,AHF64762.1,None,ribosome-binding factor A,2.48972E-56,,,,,,,,,,
PMN2A_1481,AAZ58969.1,None,beta-N-acetylhexosaminidase,Syncc8109_2455,AHF64763.1,None,putative beta-glucosidase,3.90963E-162,,,,,,,,,,
PMN2A_1482,AAZ58970.1,None,uroporphyrinogen-III synthase,Syncc8109_2457,AHF64765.1,hemD,Uroporphyrinogen-III synthase,4.99704E-104,,,,,,,,,,
PMN2A_1483,AAZ58971.1,None,oligoketide cyclase/lipid transport protein-like protein,Syncc8109_2459,AHF64767.1,None,hypothetical protein,1.56320E-69,,,,,,,,,,
PMN2A_1484,AAZ58972.1,None,zeta-carotene desaturase,Syncc8109_2460,AHF64768.1,crtQ,"Carotene 7,8-desaturase",0.00000E+00,Syncc8109_2504,AHF64811.1,crtD,"Carotene 7,8-desaturase",1.54706E-75,,,,,
PMN2A_1485,AAZ58973.1,None,HesB/YadR/YfhF,Syncc8109_2461,AHF64769.1,None,HesB/YadR/YfhF,2.08262E-65,,,,,,,,,,
PMN2A_1486,AAZ58974.1,None,"TPR-repeat protein, specific for cyanobacteria",Syncc8109_2462,AHF64770.1,None,hypothetical protein,4.84027E-66,,,,,,,,,,
PMN2A_1487,AAZ58975.1,None,Conserved hypothetical protein YfcH,Syncc8109_2466,AHF64774.1,None,hypothetical protein,1.11733E-128,,,,,,,,,,
PMN2A_1488,AAZ58976.1,None,conserved hypothetical protein,Syncc8109_2467,AHF64775.1,None,hypothetical protein,3.47267E-29,,,,,,,,,,
PMN2A_1489,AAZ58977.1,None,"Heat shock protein DnaJ, N-terminal protein",Syncc8109_2469,AHF64777.1,None,Heat shock protein DnaJ-like protein,1.92816E-72,,,,,,,,,,
PMN2A_1490,AAZ58978.1,None,cysteine synthase,Syncc8109_2470,AHF64778.1,cysK,cysteine synthase A,3.85608E-159,Syncc8109_2099,AHF64437.1,cysK,cysteine synthase A,2.85138E-96,,,,,
PMN2A_1491,AAZ58979.1,None,unknown,Syncc8109_2475,AHF64783.1,None,hypothetical protein,4.98926E-136,,,,,,,,,,
PMN2A_1492,AAZ58980.1,None,conserved hypothetical protein in cyanobacteria,Syncc8109_2483,AHF64791.1,None,hypothetical protein,3.41392E-35,,,,,,,,,,
PMN2A_1493,AAZ58981.1,None,ATPase,Syncc8109_2484,AHF64792.1,None,ATPase,1.12382E-79,Syncc8109_1174,AHF63544.1,None,ATPase,1.93215E-22,Syncc8109_1023,AHF63397.1,None,"ABC transporter, ATP binding domain, possibly Mn transport",3.14197E-22
PMN2A_1494,AAZ58982.1,None,"two component transcriptional regulator, winged helix family",Syncc8109_2487,AHF64794.1,rpaA,"two component transcriptional regulator, winged helix family",2.03747E-165,Syncc8109_2493,AHF64800.1,rpaB,"two component transcriptional regulator, winged helix family",3.26763E-54,Syncc8109_0132,AHF62552.1,None,"two component transcriptional regulator, winged helix family",1.29796E-49
PMN2A_1495,AAZ58983.1,None,"DNA polymerase III, delta prime subunit",Syncc8109_2488,AHF64795.1,holB,"DNA polymerase III, delta prime subunit",6.48645E-86,Syncc8109_0066,AHF62491.1,dnaX,DNA-directed DNA polymerase,5.46035E-20,,,,,
PMN2A_1496,AAZ58984.1,None,thymidylate kinase,Syncc8109_2489,AHF64796.1,None,Thymidylate kinase,5.64486E-80,,,,,,,,,,
PMN2A_1497,AAZ58985.1,None,"ATPase, E1-E2 type:Copper-translocating P-type ATPase:Heavy metal translocating P-type ATPase",Syncc8109_2490,AHF64797.1,None,Heavy metal translocating P-type ATPase,0.00000E+00,,,,,,,,,,
PMN2A_1498,AAZ58986.1,None,TPR repeat,Syncc8109_2491,AHF64798.1,None,photosystem I assembly protein Ycf3,4.89860E-96,,,,,,,,,,
PMN2A_1499,AAZ58987.1,None,DNA repair protein RadA,Syncc8109_2492,AHF64799.1,radA,DNA repair protein RadA,0.00000E+00,,,,,,,,,,
