[locus_tag=PMT_0001],[protein_id=CAE20176.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=SynWH8103_00001],[protein_id=CRY90759.1],[gene=dnaN],"[protein=DNA polymerase III, beta subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_0015],[protein_id=CAE20190.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00015],[protein_id=CRY90773.1],[gene=None],[protein=dihydrouridine synthase family protein],[evalue=3.68548E-174],[locus_tag=SynWH8103_00753],[protein_id=CRY91492.1],[gene=None],"[protein=TIM-barrel, nifR3 family protein]",[evalue=2.38444E-19]
[locus_tag=PMT_0016],[protein_id=CAE20191.1],[gene=None],[protein=Domain of unknown function DUF25],[locus_tag=SynWH8103_00016],[protein_id=CRY90774.1],[gene=msrB],[protein=methionine-R-sulfoxide reductase],[evalue=2.91096E-92],[locus_tag=SynWH8103_00372],[protein_id=CRY91117.1],[gene=msrB],[protein=peptide methionine sulfoxide reductase MsrB],[evalue=7.08034E-41]
[locus_tag=PMT_0017],[protein_id=CAE20192.1],[gene=None],[protein=conserved hypohetical protein],[locus_tag=SynWH8103_00018],[protein_id=CRY90775.1],[gene=None],"[protein=flavo, HI0933 family protein]",[evalue=0.00000E+00]
[locus_tag=PMT_0018],[protein_id=CAE20193.1],[gene=pilC],[protein=pili biogenesis protein],[locus_tag=SynWH8103_00017],[protein_id=CRY90776.1],[gene=pilC],"[protein=type II secretory pathway, component PulF]",[evalue=0.00000E+00]
[locus_tag=PMT_0019],[protein_id=CAE20194.1],[gene=pilT1],[protein=homologous to PilT1 protein],[locus_tag=SynWH8103_00019],[protein_id=CRY90777.1],[gene=pilT1],[protein=twitching motility protein PilT],[evalue=0.00000E+00],[locus_tag=SynWH8103_02088],[protein_id=CRY92803.1],[gene=pilT2],[protein=twitching motility protein PilT],[evalue=6.14534E-79],[locus_tag=SynWH8103_00020],[protein_id=CRY90778.1],[gene=pilB],"[protein=type II secretory pathway, ATPase PulE/Tfp pilusassembly pathway, ATPase PilB]",[evalue=4.64338E-34]
[locus_tag=PMT_0020],[protein_id=CAE20195.1],"[gene=gspE1,pilB1]",[protein=General secretion pathway protein E],[locus_tag=SynWH8103_00020],[protein_id=CRY90778.1],[gene=pilB],"[protein=type II secretory pathway, ATPase PulE/Tfp pilusassembly pathway, ATPase PilB]",[evalue=0.00000E+00],[locus_tag=SynWH8103_00019],[protein_id=CRY90777.1],[gene=pilT1],[protein=twitching motility protein PilT],[evalue=2.03096E-32],[locus_tag=SynWH8103_02088],[protein_id=CRY92803.1],[gene=pilT2],[protein=twitching motility protein PilT],[evalue=3.38401E-32]
[locus_tag=PMT_0021],[protein_id=CAE20196.1],[gene=grpE],[protein=Heat shock protein GrpE],[locus_tag=SynWH8103_00021],[protein_id=CRY90779.1],[gene=grpE],[protein=Chaperone protein GrpE],[evalue=7.61900E-104]
[locus_tag=PMT_0022],[protein_id=CAE20197.1],[gene=dnaJ],[protein=DnaJ protein],[locus_tag=SynWH8103_00022],[protein_id=CRY90780.1],[gene=dnaJ],[protein=Chaperone protein dnaJ],[evalue=0.00000E+00],[locus_tag=SynWH8103_02208],[protein_id=CRY92919.1],[gene=dnaJ],[protein=Chaperone DnaJ protein],[evalue=1.66013E-22],[locus_tag=SynWH8103_02208],[protein_id=CRY92919.1],[gene=dnaJ],[protein=Chaperone DnaJ protein],[evalue=1.46778E-20]
[locus_tag=PMT_0023],[protein_id=CAE20198.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00023],[protein_id=CRY90781.1],[gene=None],[protein=putative predicted redox protein],[evalue=1.81479E-19]
[locus_tag=PMT_0024],[protein_id=CAE20199.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00025],[protein_id=CRY90782.1],[gene=rsgA],[protein=ribosome small subunit-dependent GTPase A],[evalue=1.30991E-122]
[locus_tag=PMT_0025],[protein_id=CAE20200.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00024],[protein_id=CRY90783.1],[gene=None],"[protein=DNA-binding protein, YbaB/EbfC family]",[evalue=5.12426E-62]
[locus_tag=PMT_0026],[protein_id=CAE20201.1],[gene=murB],[protein=UDP-N-acetylenolpyruvoylglucosamine reductase],[locus_tag=SynWH8103_00026],[protein_id=CRY90784.1],[gene=murB],[protein=UDP-N-acetylenolpyruvoylglucosamine reductase],[evalue=5.85363E-149]
[locus_tag=PMT_0027],[protein_id=CAE20202.1],[gene=murC],[protein=Probable UDP-N-acetylmuramate-alanine ligase],[locus_tag=SynWH8103_00027],[protein_id=CRY90785.1],[gene=murC],[protein=UDP-N-acetylmuramate-alanine ligase],[evalue=0.00000E+00]
[locus_tag=PMT_0028],[protein_id=CAE20203.1],[gene=gap2],[protein=Glyceraldehyde 3-phosphate dehydrogenase(NADP+; phosphorylating)],[locus_tag=SynWH8103_00029],[protein_id=CRY90787.1],[gene=gap2],[protein=glyceraldehyde-3-phosphate dehydrogenase],[evalue=0.00000E+00],[locus_tag=SynWH8103_00910],[protein_id=CRY91648.1],[gene=gap3],[protein=Glyceraldehyde-3-phosphate dehydrogenase],[evalue=9.21795E-96]
[locus_tag=PMT_0029],[protein_id=CAE20204.1],[gene=thiL],[protein=putative thiamine monophosphate kinase],[locus_tag=SynWH8103_00030],[protein_id=CRY90788.1],[gene=thiL],[protein=thiamine-monophosphate kinase],[evalue=8.00476E-132]
[locus_tag=PMT_0030],[protein_id=CAE20205.1],[gene=None],[protein=Cyclophilin-type peptidyl-prolyl cis-trans isomerase],[locus_tag=SynWH8103_00031],[protein_id=CRY90789.1],[gene=None],[protein=cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD family protein],[evalue=1.12415E-149],[locus_tag=SynWH8103_00778],[protein_id=CRY91517.1],[gene=None],[protein=cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD family protein],[evalue=1.95702E-24]
[locus_tag=PMT_0031],[protein_id=CAE20206.1],[gene=efp],[protein=Elongation factor P (EF-P)],[locus_tag=SynWH8103_00032],[protein_id=CRY90790.1],[gene=efp],[protein=translation elongation factor P],[evalue=1.65245E-128]
[locus_tag=PMT_0032],[protein_id=CAE20207.1],[gene=accB],"[protein=acetyl-CoA carboxylase, biotin carboxyl carrier protein]",[locus_tag=SynWH8103_00034],[protein_id=CRY90791.1],[gene=accB],"[protein=acetyl-CoA carboxylase, biotin carboxyl carrier rotein]",[evalue=8.29682E-67]
[locus_tag=PMT_0033],[protein_id=CAE20208.1],[gene=pdxA],[protein=putative pyridoxal phosphate biosynthetic protein PdxA],[locus_tag=SynWH8103_00033],[protein_id=CRY90792.1],[gene=pdxA],[protein=4-hydroxythreonine-4-phosphate dehydrogenase PdxA],[evalue=1.99121E-155]
[locus_tag=PMT_0034],[protein_id=CAE20209.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00035],[protein_id=CRY90794.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.82425E-128],[locus_tag=SynWH8103_01517],[protein_id=CRY92244.1],[gene=None],[protein=possible NAD-dependent epimerase/dehydratase],[evalue=8.03274E-12]
[locus_tag=PMT_0036],[protein_id=CAE20211.1],[gene=None],[protein=HNH endonuclease:HNH nuclease],[locus_tag=SynWH8103_00037],[protein_id=CRY90795.1],[gene=None],[protein=McrA/HNH family nuclease],[evalue=1.59502E-76]
[locus_tag=PMT_0037],[protein_id=CAE20212.1],[gene=None],[protein=SWI/SNF family helicase_2],[locus_tag=SynWH8103_00039],[protein_id=CRY90796.1],[gene=None],[protein=ATP-dependent helicase],[evalue=0.00000E+00],[locus_tag=SynWH8103_02719],[protein_id=CRY93398.1],[gene=None],"[protein=superfamily II DNA/RNA helicases, SNF2 family]",[evalue=1.34157E-22]
[locus_tag=PMT_0038],[protein_id=CAE20213.1],[gene=None],[protein=possible Penicillin amidase],[locus_tag=SynWH8103_00040],[protein_id=CRY90798.1],[gene=None],[protein=putative bacterial type II secretion system protein],[evalue=6.85335E-41]
[locus_tag=PMT_0039],[protein_id=CAE20214.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00041],[protein_id=CRY90799.1],[gene=None],[protein=membrane AbrB duplication domain protein],[evalue=8.96783E-67]
[locus_tag=PMT_0040],[protein_id=CAE20215.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00042],[protein_id=CRY90800.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.34264E-28]
[locus_tag=PMT_0041],[protein_id=CAE20216.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00043],[protein_id=CRY90801.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.61230E-22]
[locus_tag=PMT_0042],[protein_id=CAE20217.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00044],[protein_id=CRY90802.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.03931E-20]
[locus_tag=PMT_0043],[protein_id=CAE20218.1],[gene=DHSS],[protein=soluble hydrogenase small subunit],[locus_tag=SynWH8103_00046],[protein_id=CRY90803.1],[gene=None],[protein=soluble hydrogenase 42 kDa subunit],[evalue=0.00000E+00],[locus_tag=SynWH8103_01218],[protein_id=CRY91948.1],[gene=None],[protein=alanine--glyoxylate aminotransferase],[evalue=8.66464E-51]
[locus_tag=PMT_0044],[protein_id=CAE20219.1],[gene=cbiD],[protein=CbiD protein],[locus_tag=SynWH8103_00047],[protein_id=CRY90804.1],[gene=cbiD],[protein=cobalamin biosynthesis protein CbiD],[evalue=6.01647E-126]
[locus_tag=PMT_0045],[protein_id=CAE20220.1],[gene=guaA],[protein=Glutamine amidotransferase class-I:GMP synthase],[locus_tag=SynWH8103_00048],[protein_id=CRY90805.1],[gene=guaA],"[protein=GMP synthase (glutamine-hydrolyzing), N-terminaldomain]",[evalue=0.00000E+00]
[locus_tag=PMT_0046],[protein_id=CAE20221.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00049],[protein_id=CRY90806.1],[gene=None],[protein=Conserved hypotothetical protein],[evalue=1.54268E-95]
[locus_tag=PMT_0047],[protein_id=CAE20222.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00050],[protein_id=CRY90807.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.33130E-35]
[locus_tag=PMT_0048],[protein_id=CAE20223.1],[gene=None],[protein=Putative penicillin-binding protein],[locus_tag=SynWH8103_00051],[protein_id=CRY90808.1],[gene=mrdA],[protein=transpeptidase involved in septal peptidoglycan ynthesis (peptidoglycan synthetase precursor)],[evalue=0.00000E+00],[locus_tag=SynWH8103_02014],[protein_id=CRY92732.1],[gene=ftsI],[protein=transpeptidase involved in septal peptidoglycan ynthesis (peptidoglycan synthetase precursor)],[evalue=4.59280E-33]
[locus_tag=PMT_0049],[protein_id=CAE20224.1],[gene=sqdX],[protein=SqdX],[locus_tag=SynWH8103_00052],[protein_id=CRY90809.1],[gene=sdqX],[protein=sulfolipid sulfoquinovosyldiacylglycerol biosynthesis protein (sulfolipid synthase)],[evalue=0.00000E+00],[locus_tag=SynWH8103_00761],[protein_id=CRY91500.1],[gene=None],"[protein=possible alpha-glycosyltransferase, family 4]",[evalue=5.55414E-14],[locus_tag=SynWH8103_01884],[protein_id=CRY92606.1],[gene=None],[protein=conserved hypothetical protein distantly relatedto alpha-glycosyltransferases family 4],[evalue=2.92922E-13]
[locus_tag=PMT_0050],[protein_id=CAE20225.1],[gene=sqdB],[protein=sulfolipid (UDP-sulfoquinovose) biosynthesis protein],[locus_tag=SynWH8103_00053],[protein_id=CRY90810.1],[gene=None],[protein=NAD dependent epimerase/dehydratase family protein],[evalue=0.00000E+00]
[locus_tag=PMT_0051],[protein_id=CAE20226.1],[gene=None],[protein=similar to high light inducible protein],[locus_tag=SynWH8103_00054],[protein_id=CRY90811.1],[gene=None],[protein=conserved hypothetical protein],[evalue=5.98108E-15]
[locus_tag=PMT_0052],[protein_id=CAE20227.1],[gene=thiG],[protein=thiamin biosynthesis protein],[locus_tag=SynWH8103_00056],[protein_id=CRY90812.1],[gene=None],[protein=thiazole biosynthesis ThiG family protein],[evalue=6.35383E-153]
[locus_tag=PMT_0053],[protein_id=CAE20228.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00057],[protein_id=CRY90813.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.32133E-59]
[locus_tag=PMT_0054],[protein_id=CAE20229.1],[gene=None],[protein=putative photosystem I assembly related protein Ycf37],[locus_tag=SynWH8103_00058],[protein_id=CRY90814.1],[gene=None],[protein=TPR repeat family protein],[evalue=3.64100E-66]
[locus_tag=PMT_0055],[protein_id=CAE20230.1],"[gene=rpl20, rplT]",[protein=50S ribosomal protein L20],[locus_tag=SynWH8103_00059],[protein_id=CRY90815.1],[gene=rplT],[protein=50S ribosomal protein L20],[evalue=1.36500E-59]
[locus_tag=PMT_0056],[protein_id=CAE20231.1],"[gene=rpl35, rpmI]",[protein=50S ribosomal protein L35],[locus_tag=SynWH8103_00060],[protein_id=CRY90816.1],[gene=rpmI],[protein=50S ribosomal protein L35],[evalue=4.88207E-33]
[locus_tag=PMT_0057],[protein_id=CAE20232.1],[gene=None],[protein=possible amidase enhancer],[locus_tag=SynWH8103_00061],[protein_id=CRY90817.1],[gene=spoIID],[protein=sporulation protein homolog],[evalue=0.00000E+00],[locus_tag=SynWH8103_00621],[protein_id=CRY91363.1],[gene=None],[protein=LytB/SpoIID protein homolog],[evalue=1.21618E-14]
[locus_tag=PMT_0058],[protein_id=CAE20233.1],[gene=None],"[protein=Glycosyl transferase, family 2]",[locus_tag=SynWH8103_00062],[protein_id=CRY90818.1],[gene=None],"[protein=possible polysaccharide-forming beta-glycosyltransferase, family 2]",[evalue=0.00000E+00],[locus_tag=SynWH8103_00751],[protein_id=CRY91491.1],[gene=None],"[protein=possible polysaccharide-forming beta-glycosyltransferase, family 2]",[evalue=2.65025E-14]
[locus_tag=PMT_0059],[protein_id=CAE20234.1],[gene=dnaX],"[protein=DNA polymerase, gamma and tau subunits]",[locus_tag=SynWH8103_00063],[protein_id=CRY90819.1],[gene=dnaX],"[protein=DNA polymerase III, gamma and tau subunits]",[evalue=0.00000E+00]
[locus_tag=PMT_0060],[protein_id=CAE20235.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00064],[protein_id=CRY90820.1],[gene=None],[protein=uncharacterized conserved membrane protein],[evalue=2.67261E-83]
[locus_tag=PMT_0061],[protein_id=CAE20236.1],[gene=clpX],"[protein=putative Clp protease ATP-binding subunit, ClpX]",[locus_tag=SynWH8103_00065],[protein_id=CRY90821.1],[gene=clpX],"[protein=ATP-dependent Clp protease ATP-binding subunit, lpX]",[evalue=0.00000E+00]
[locus_tag=PMT_0062],[protein_id=CAE20237.1],[gene=clpP2],[protein=Clp protease proteolytic subunit],[locus_tag=SynWH8103_00066],[protein_id=CRY90822.1],[gene=clpP2],[protein=Protease subunit of ATP-dependent Clp protease],[evalue=1.44825E-133],[locus_tag=SynWH8103_01443],[protein_id=CRY92170.1],[gene=clpP1],[protein=Protease subunit of ATP-dependent Clp protease],[evalue=3.13384E-99],[locus_tag=SynWH8103_01880],[protein_id=CRY92602.1],[gene=clpP3],[protein=Protease subunit of ATP-dependent Clp protease],[evalue=6.77911E-80]
[locus_tag=PMT_0063],[protein_id=CAE20238.1],[gene=None],[protein=FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase)],[locus_tag=SynWH8103_00067],[protein_id=CRY90823.1],[gene=tig],[protein=trigger factor],[evalue=0.00000E+00]
[locus_tag=PMT_0064],[protein_id=CAE20239.1],[gene=asd],[protein=aspartate Semialdehyde dehydrogenase],[locus_tag=SynWH8103_00068],[protein_id=CRY90824.1],[gene=asd],[protein=aspartate-semialdehyde dehydrogenase],[evalue=2.42529E-160]
[locus_tag=PMT_2280],[protein_id=CAX31802.1],[gene=None],[protein=Hypothetical protein],[locus_tag=SynWH8103_00068],[protein_id=CRY90824.1],[gene=asd],[protein=aspartate-semialdehyde dehydrogenase],[evalue=1.30379E-20]
[locus_tag=PMT_0065],[protein_id=CAE20240.1],[gene=dapA],[protein=Dihydrodipicolinate synthetase],[locus_tag=SynWH8103_00069],[protein_id=CRY90825.1],[gene=dapA],[protein=dihydrodipicolinate synthase],[evalue=1.53475E-154]
[locus_tag=PMT_0066],[protein_id=CAE20241.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00071],[protein_id=CRY90826.1],[gene=None],[protein=conserved hypothetical family protein],[evalue=0.00000E+00]
[locus_tag=PMT_0067],[protein_id=CAE20242.1],[gene=None],[protein=hypothetical protein],[locus_tag=SynWH8103_00070],[protein_id=CRY90827.1],[gene=None],[protein=conserved hypothetical protien],[evalue=1.18746E-33]
[locus_tag=PMT_0068],[protein_id=CAE20243.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00076],[protein_id=CRY90833.1],[gene=tilS],[protein=tRNA(Ile)-lysidine synthetase],[evalue=8.18136E-109]
[locus_tag=PMT_0069],[protein_id=CAE20244.1],[gene=ycf23],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00078],[protein_id=CRY90834.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.58559E-122]
[locus_tag=PMT_0071],[protein_id=CAE20246.1],[gene=uvrB],"[protein=excinuclease ABC, subunit B]",[locus_tag=SynWH8103_00080],[protein_id=CRY90835.1],[gene=uvrB],[protein=Helicase subunit of the DNA excision repair complex],[evalue=0.00000E+00]
[locus_tag=PMT_0073],[protein_id=CAE20248.1],[gene=lysC],[protein=Aspartate kinase],[locus_tag=SynWH8103_00072],[protein_id=CRY90828.1],[gene=None],"[protein=aspartate kinase, monofunctional class]",[evalue=0.00000E+00]
[locus_tag=PMT_0074],[protein_id=CAE20249.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH8103_00075],[protein_id=CRY90831.1],[gene=holA],"[protein=DNA polymerase III, delta subunit]",[evalue=7.49260E-162]
[locus_tag=PMT_0075],[protein_id=CAE20250.1],[gene=cobH],[protein=putative Precorrin-8X methylmutase CobH],[locus_tag=SynWH8103_00077],[protein_id=CRY90832.1],[gene=None],[protein=putative precorrin-8X methylmutase],[evalue=3.91427E-93]
[locus_tag=PMT_0076],[protein_id=CAE20251.1],[gene=None],[protein=possible transporter component],[locus_tag=SynWH8103_00215],[protein_id=CRY90965.1],[gene=None],[protein=hlyD secretion family protein],[evalue=1.02075E-164],[locus_tag=SynWH8103_01094],[protein_id=CRY91828.1],[gene=None],[protein=hlyD secretion family protein],[evalue=1.40374E-56],[locus_tag=SynWH8103_00458],[protein_id=CRY91203.1],[gene=None],[protein=hlyD secretion family protein],[evalue=1.83487E-51]
[locus_tag=PMT_0077],[protein_id=CAE20252.1],[gene=None],"[protein=ABC transporter, multi drug efflux family]",[locus_tag=SynWH8103_00214],[protein_id=CRY90964.1],[gene=None],"[protein=type I secretion system ABC transporter, HlyB family]",[evalue=0.00000E+00],[locus_tag=SynWH8103_01095],[protein_id=CRY91829.1],[gene=None],[protein=ABC multidrug efflux transporter],[evalue=0.00000E+00],[locus_tag=SynWH8103_00459],[protein_id=CRY91204.1],[gene=None],[protein=ABC multidrug efflux transporter],[evalue=0.00000E+00]
[locus_tag=PMT_0078],[protein_id=CAE20253.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=SynWH8103_00213],[protein_id=CRY90963.1],[gene=None],[protein=PPIC-type PPIASE domain protein],[evalue=7.06780E-62],[locus_tag=SynWH8103_00455],[protein_id=CRY91201.1],[gene=None],[protein=PPIC-type PPIASE domain protein],[evalue=2.20489E-38],[locus_tag=SynWH8103_01096],[protein_id=CRY91830.1],[gene=None],[protein=conserved hypothetical protein],[evalue=5.26019E-15]
[locus_tag=PMT_0079],[protein_id=CAE20254.1],"[gene=mutS,fdv]",[protein=putative DNA mismatch repair protein],[locus_tag=SynWH8103_00079],[protein_id=CRY90836.1],[gene=mutS],[protein=DNA mismatch repair protein MutS],[evalue=0.00000E+00],[locus_tag=SynWH8103_02205],[protein_id=CRY92916.1],[gene=None],[protein=Mismatch repair ATPase-like protein (MutS family)],[evalue=4.87500E-16]
[locus_tag=PMT_0081],[protein_id=CAE20256.1],[gene=ribH],"[protein=Putative 6,7-dimethyl-8-ribityllumazine synthase or riboflavin synthase beta chain]",[locus_tag=SynWH8103_00084],[protein_id=CRY90840.1],[gene=ribH],"[protein=6,7-dimethyl-8-ribityllumazine synthase]",[evalue=1.57578E-99]
[locus_tag=PMT_0082],[protein_id=CAE20257.1],[gene=None],[protein=None],[locus_tag=SynWH8103_00082],[protein_id=CRY90838.1],[gene=None],[protein=acetyltransferase family protein],[evalue=8.84887E-72],[locus_tag=SynWH8103_01740],[protein_id=CRY92466.1],[gene=None],[protein=acetyltransferase family protein],[evalue=7.94595E-15]
[locus_tag=PMT_0083],[protein_id=CAE20258.1],[gene=secA],[protein=Preprotein translocase SecA subunit],[locus_tag=SynWH8103_00090],[protein_id=CRY90845.1],[gene=secA],[protein=Preprotein translocase SecA subunit],[evalue=0.00000E+00]
[locus_tag=PMT_0084],[protein_id=CAE20259.1],[gene=None],[protein=putative glucose-1-phosphate thymidylyltransferase],[locus_tag=SynWH8103_00747],[protein_id=CRY91486.1],[gene=rfbA],[protein=glucose-1-phosphate thymidylyltransferase],[evalue=6.51880E-12]
[locus_tag=PMT_0086],[protein_id=CAE20261.1],[gene=None],[protein=Possible UDP-glucose-4-epimerase],[locus_tag=SynWH8103_00221],[protein_id=CRY90971.1],[gene=None],[protein=NAD dependent epimerase/dehydratase],[evalue=1.48591E-28],[locus_tag=SynWH8103_00219],[protein_id=CRY90969.1],[gene=None],[protein=NAD dependent epimerase/dehydratase family protein],[evalue=1.78058E-27],[locus_tag=SynWH8103_00744],[protein_id=CRY91483.1],[gene=rfbB],"[protein=dTDP-glucose-4,6-dehydratase]",[evalue=3.69930E-20]
[locus_tag=PMT_0093],[protein_id=CAE20268.1],[gene=None],[protein=multidrug efflux family ABC transporter],[locus_tag=SynWH8103_00214],[protein_id=CRY90964.1],[gene=None],"[protein=type I secretion system ABC transporter, HlyB family]",[evalue=0.00000E+00],[locus_tag=SynWH8103_01095],[protein_id=CRY91829.1],[gene=None],[protein=ABC multidrug efflux transporter],[evalue=0.00000E+00],[locus_tag=SynWH8103_00459],[protein_id=CRY91204.1],[gene=None],[protein=ABC multidrug efflux transporter],[evalue=5.52472E-143]
[locus_tag=PMT_0094],[protein_id=CAE20269.1],[gene=None],[protein=possible transporter for efflux],[locus_tag=SynWH8103_00215],[protein_id=CRY90965.1],[gene=None],[protein=hlyD secretion family protein],[evalue=9.64267E-38],[locus_tag=SynWH8103_00458],[protein_id=CRY91203.1],[gene=None],[protein=hlyD secretion family protein],[evalue=1.01218E-27],[locus_tag=SynWH8103_01094],[protein_id=CRY91828.1],[gene=None],[protein=hlyD secretion family protein],[evalue=1.22118E-23]
[locus_tag=PMT_0095],[protein_id=CAE20270.1],[gene=None],[protein=capsular polysaccharide biosynthesis protein],[locus_tag=SynWH8103_00536],[protein_id=CRY91281.1],[gene=None],[protein=polysaccharide biosynthesis family protein],[evalue=3.93113E-30]
