[locus_tag=PMT_0001],[protein_id=CAE20176.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=SynWH7803_0001],[protein_id=CAK22427.1],[gene=dnaN],[protein=DNA polymerase III beta subunit],[evalue=0.00000E+00]
[locus_tag=PMT_0027],[protein_id=CAE20202.1],[gene=murC],[protein=Probable UDP-N-acetylmuramate-alanine ligase],[locus_tag=SynWH7803_0028],[protein_id=CAK22454.1],[gene=murC],[protein=UDP-N-acetylmuramate-alanine ligase],[evalue=0.00000E+00]
[locus_tag=PMT_0028],[protein_id=CAE20203.1],[gene=gap2],[protein=Glyceraldehyde 3-phosphate dehydrogenase(NADP+; phosphorylating)],[locus_tag=SynWH7803_0029],[protein_id=CAK22455.1],[gene=gap1],[protein=Glyceraldehyde-3-phosphate dehydrogenase],[evalue=0.00000E+00],[locus_tag=SynWH7803_1460],[protein_id=CAK23886.1],[gene=gap3],[protein=Glyceraldehyde-3-phosphate dehydrogenase],[evalue=8.75643E-96],[locus_tag=SynWH7803_0789],[protein_id=CAK23215.1],"[gene=gapA, gap1]",[protein=Glyceraldehyde-3-phosphate dehydrogenase],[evalue=1.12710E-94]
[locus_tag=PMT_0029],[protein_id=CAE20204.1],[gene=thiL],[protein=putative thiamine monophosphate kinase],[locus_tag=SynWH7803_0030],[protein_id=CAK22456.1],[gene=thiL],[protein=Thiamine monophosphate kinase],[evalue=9.17185E-131]
[locus_tag=PMT_0030],[protein_id=CAE20205.1],[gene=None],[protein=Cyclophilin-type peptidyl-prolyl cis-trans isomerase],[locus_tag=SynWH7803_0031],[protein_id=CAK22457.1],[gene=None],[protein=Peptidyl-prolyl cis-trans isomerase],[evalue=2.89347E-154],[locus_tag=SynWH7803_1645],[protein_id=CAK24071.1],[gene=ppiB],[protein=Peptidyl-prolyl cis-trans isomerase],[evalue=5.64270E-23]
[locus_tag=PMT_0031],[protein_id=CAE20206.1],[gene=efp],[protein=Elongation factor P (EF-P)],[locus_tag=SynWH7803_0032],[protein_id=CAK22458.1],[gene=efp],[protein=Translation elongation factor P],[evalue=1.12877E-128]
[locus_tag=PMT_0032],[protein_id=CAE20207.1],[gene=accB],"[protein=acetyl-CoA carboxylase, biotin carboxyl carrier protein]",[locus_tag=SynWH7803_0033],[protein_id=CAK22459.1],[gene=accB],[protein=Biotin carboxyl carrier protein of acetyl-CoA carboxylase],[evalue=8.18982E-72]
[locus_tag=PMT_0033],[protein_id=CAE20208.1],[gene=pdxA],[protein=putative pyridoxal phosphate biosynthetic protein PdxA],[locus_tag=SynWH7803_0034],[protein_id=CAK22460.1],[gene=pdxA],[protein=4-hydroxythreonine-4-phosphate dehydrogenase],[evalue=5.88875E-149]
[locus_tag=PMT_2275],[protein_id=CAX31797.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=SynWH7803_0035],[protein_id=CAK22461.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=9.58884E-24]
[locus_tag=PMT_0034],[protein_id=CAE20209.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0036],[protein_id=CAK22462.1],[gene=wcaG],[protein=Nucleoside-diphosphate-sugar epimerase],[evalue=3.62804E-114]
[locus_tag=PMT_0035],[protein_id=CAE20210.1],[gene=None],[protein=possible Squash family serine protease inhibit],[locus_tag=SynWH7803_0037],[protein_id=CAK22463.1],[gene=None],[protein=Conserved hypothetical protein with transmembrane domains],[evalue=5.25454E-14]
[locus_tag=PMT_0036],[protein_id=CAE20211.1],[gene=None],[protein=HNH endonuclease:HNH nuclease],[locus_tag=SynWH7803_0038],[protein_id=CAK22464.1],[gene=None],[protein=McrA/HNH family nuclease],[evalue=3.15392E-80]
[locus_tag=PMT_0037],[protein_id=CAE20212.1],[gene=None],[protein=SWI/SNF family helicase_2],[locus_tag=SynWH7803_0039],[protein_id=CAK22465.1],[gene=hepA],"[protein=Superfamily II DNA/RNA helicases, SNF2 family]",[evalue=0.00000E+00],[locus_tag=SynWH7803_2400],[protein_id=CAK24826.1],[gene=hepA],"[protein=Superfamily II DNA/RNA helicases, SNF2 family]",[evalue=2.22631E-23]
[locus_tag=PMT_0038],[protein_id=CAE20213.1],[gene=None],[protein=possible Penicillin amidase],[locus_tag=SynWH7803_0041],[protein_id=CAK22467.1],[gene=None],[protein=Conserved hypothetical protein a with signal peptide],[evalue=3.80145E-43]
[locus_tag=PMT_0039],[protein_id=CAE20214.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0042],[protein_id=CAK22468.1],[gene=None],[protein=Uncharacterized AbrB family conserved membrane protein],[evalue=1.68096E-71]
[locus_tag=PMT_0040],[protein_id=CAE20215.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0043],[protein_id=CAK22469.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=1.01420E-22]
[locus_tag=PMT_0041],[protein_id=CAE20216.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0044],[protein_id=CAK22470.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=7.34385E-22]
[locus_tag=PMT_0042],[protein_id=CAE20217.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0045],[protein_id=CAK22471.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=9.11569E-18]
[locus_tag=PMT_0043],[protein_id=CAE20218.1],[gene=DHSS],[protein=soluble hydrogenase small subunit],[locus_tag=SynWH7803_0046],[protein_id=CAK22472.1],[gene=None],"[protein=DHSS soluble hydrogenase, small subunit]",[evalue=0.00000E+00],[locus_tag=SynWH7803_1345],[protein_id=CAK23771.1],"[gene=spt, agt]",[protein=Alanine--glyoxylate transaminase],[evalue=2.81523E-49]
[locus_tag=PMT_0044],[protein_id=CAE20219.1],[gene=cbiD],[protein=CbiD protein],[locus_tag=SynWH7803_0047],[protein_id=CAK22473.1],[gene=cbiD],[protein=Cobalamin biosynthesis protein CbiD],[evalue=1.40843E-139]
[locus_tag=PMT_0045],[protein_id=CAE20220.1],[gene=guaA],[protein=Glutamine amidotransferase class-I:GMP synthase],[locus_tag=SynWH7803_0048],[protein_id=CAK22474.1],[gene=guaA],[protein=GMP synthase (glutamine-hydrolyzing)],[evalue=0.00000E+00]
[locus_tag=PMT_0046],[protein_id=CAE20221.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0049],[protein_id=CAK22475.1],[gene=None],[protein=Conserved hyothetical protein],[evalue=2.38052E-97]
[locus_tag=PMT_0047],[protein_id=CAE20222.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0050],[protein_id=CAK22476.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=6.86363E-33]
[locus_tag=PMT_0048],[protein_id=CAE20223.1],[gene=None],[protein=Putative penicillin-binding protein],[locus_tag=SynWH7803_0051],[protein_id=CAK22477.1],[gene=None],[protein=Cell division protein FtsI / penicillin-binding protein 2],[evalue=0.00000E+00],[locus_tag=SynWH7803_0633],[protein_id=CAK23059.1],[gene=ftsI],[protein=Possible peptidoglycan synthetase],[evalue=7.63622E-37],[locus_tag=SynWH7803_1777],[protein_id=CAK24203.1],[gene=None],[protein=Glycosyltransferase of family GT51; modular; contains a C-terminal transpeptidase domain; probable murein polymerase],[evalue=7.11285E-12]
[locus_tag=PMT_0049],[protein_id=CAE20224.1],[gene=sqdX],[protein=SqdX],[locus_tag=SynWH7803_0052],[protein_id=CAK22478.1],[gene=None],[protein=Glycosyltransferase of family GT4; possible alpha-mannosyltransferase],[evalue=0.00000E+00],[locus_tag=SynWH7803_0574],[protein_id=CAK23000.1],[gene=None],[protein=Glycosyltransferase of family GT4],[evalue=1.00970E-20],[locus_tag=SynWH7803_0226],[protein_id=CAK22652.1],[gene=None],[protein=Glycosyltransferase of family GT4],[evalue=2.08881E-11]
[locus_tag=PMT_0050],[protein_id=CAE20225.1],[gene=sqdB],[protein=sulfolipid (UDP-sulfoquinovose) biosynthesis protein],[locus_tag=SynWH7803_0053],[protein_id=CAK22479.1],[gene=None],[protein=sulfolipid biosynthesis protein (UDP-sulfoquinovose synthase)],[evalue=0.00000E+00]
[locus_tag=PMT_0051],[protein_id=CAE20226.1],[gene=None],[protein=similar to high light inducible protein],[locus_tag=SynWH7803_0054],[protein_id=CAK22480.1],[gene=None],[protein=HLIP family protein],[evalue=2.85999E-20]
[locus_tag=PMT_0052],[protein_id=CAE20227.1],[gene=thiG],[protein=thiamin biosynthesis protein],[locus_tag=SynWH7803_0055],[protein_id=CAK22481.1],[gene=thiG],[protein=Thiazole biosynthesis protein ThiG],[evalue=2.00983E-161]
[locus_tag=PMT_0053],[protein_id=CAE20228.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0056],[protein_id=CAK22482.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=1.80987E-64]
[locus_tag=PMT_0054],[protein_id=CAE20229.1],[gene=None],[protein=putative photosystem I assembly related protein Ycf37],[locus_tag=SynWH7803_0057],[protein_id=CAK22483.1],[gene=None],[protein=Tetratricopeptide repeat domain containing protein],[evalue=8.11969E-72]
[locus_tag=PMT_0055],[protein_id=CAE20230.1],"[gene=rpl20, rplT]",[protein=50S ribosomal protein L20],[locus_tag=SynWH7803_0058],[protein_id=CAK22484.1],[gene=rplT],[protein=50S ribosomal protein L20],[evalue=6.48886E-61]
[locus_tag=PMT_0056],[protein_id=CAE20231.1],"[gene=rpl35, rpmI]",[protein=50S ribosomal protein L35],[locus_tag=SynWH7803_0059],[protein_id=CAK22485.1],[gene=rpmI],[protein=50S ribosomal protein L35],[evalue=1.21814E-35]
[locus_tag=PMT_0057],[protein_id=CAE20232.1],[gene=None],[protein=possible amidase enhancer],[locus_tag=SynWH7803_0060],[protein_id=CAK22486.1],[gene=None],[protein=SpoIID sporulation protein homolog],[evalue=0.00000E+00]
[locus_tag=PMT_0058],[protein_id=CAE20233.1],[gene=None],"[protein=Glycosyl transferase, family 2]",[locus_tag=SynWH7803_0061],[protein_id=CAK22487.1],[gene=None],[protein=Glycosyltransferase of family GT2; possible processive Glycosyltransferase],[evalue=0.00000E+00],[locus_tag=SynWH7803_0563],[protein_id=CAK22989.1],[gene=None],[protein=Glycosyltransferase of family GT2; candidate processive Glycosyltransferase; possible cellulose synthase],[evalue=9.21901E-15]
[locus_tag=PMT_0059],[protein_id=CAE20234.1],[gene=dnaX],"[protein=DNA polymerase, gamma and tau subunits]",[locus_tag=SynWH7803_0062],[protein_id=CAK22488.1],[gene=dnaX],[protein=DNA polymerase III gamma/tau subunit],[evalue=0.00000E+00]
[locus_tag=PMT_0060],[protein_id=CAE20235.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0063],[protein_id=CAK22489.1],[gene=None],[protein=Conserved hypothetical protein with NC domain],[evalue=1.34965E-99]
[locus_tag=PMT_0061],[protein_id=CAE20236.1],[gene=clpX],"[protein=putative Clp protease ATP-binding subunit, ClpX]",[locus_tag=SynWH7803_0064],[protein_id=CAK22490.1],[gene=clpX],"[protein=ATP-dependent Clp protease ATP-binding subunit, ClpX]",[evalue=0.00000E+00]
[locus_tag=PMT_0062],[protein_id=CAE20237.1],[gene=clpP2],[protein=Clp protease proteolytic subunit],[locus_tag=SynWH7803_0070],[protein_id=CAK22496.1],[gene=clpP],[protein=Protease subunit of ATP-dependent Clp protease],[evalue=1.13128E-145],[locus_tag=SynWH7803_1214],[protein_id=CAK23640.1],[gene=clpP],[protein=Protease subunit of ATP-dependent Clp protease],[evalue=5.46562E-98],[locus_tag=SynWH7803_1764],[protein_id=CAK24190.1],[gene=clpP],[protein=Protease subunit of ATP-dependent Clp protease],[evalue=4.41157E-82]
[locus_tag=PMT_0063],[protein_id=CAE20238.1],[gene=None],[protein=FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase)],[locus_tag=SynWH7803_0071],[protein_id=CAK22497.1],[gene=tig],[protein=Trigger factor],[evalue=0.00000E+00]
[locus_tag=PMT_0064],[protein_id=CAE20239.1],[gene=asd],[protein=aspartate Semialdehyde dehydrogenase],[locus_tag=SynWH7803_0072],[protein_id=CAK22498.1],[gene=asd],[protein=Aspartate-semialdehyde dehydrogenase],[evalue=4.44382E-159]
[locus_tag=PMT_2280],[protein_id=CAX31802.1],[gene=None],[protein=Hypothetical protein],[locus_tag=SynWH7803_0072],[protein_id=CAK22498.1],[gene=asd],[protein=Aspartate-semialdehyde dehydrogenase],[evalue=4.80318E-18]
[locus_tag=PMT_0065],[protein_id=CAE20240.1],[gene=dapA],[protein=Dihydrodipicolinate synthetase],[locus_tag=SynWH7803_0073],[protein_id=CAK22499.1],[gene=dapA],[protein=Dihydrodipicolinate synthase],[evalue=4.76041E-172]
[locus_tag=PMT_0066],[protein_id=CAE20241.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0074],[protein_id=CAK22500.1],[gene=None],[protein=Predicted hydrolase of the metallo-beta-lactamase superfamily],[evalue=0.00000E+00]
[locus_tag=PMT_0067],[protein_id=CAE20242.1],[gene=None],[protein=hypothetical protein],[locus_tag=SynWH7803_0075],[protein_id=CAK22501.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=3.98911E-36]
[locus_tag=PMT_0068],[protein_id=CAE20243.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0076],[protein_id=CAK22502.1],[gene=mesJ],[protein=tRNA(Ile)-lysidine synthase],[evalue=8.49963E-106]
[locus_tag=PMT_0069],[protein_id=CAE20244.1],[gene=ycf23],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0077],[protein_id=CAK22503.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=7.26719E-141]
[locus_tag=PMT_0070],[protein_id=CAE20245.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0078],[protein_id=CAK22504.1],[gene=None],[protein=Uncharacterized conserved membrane protein],[evalue=2.23579E-30]
[locus_tag=PMT_0071],[protein_id=CAE20246.1],[gene=uvrB],"[protein=excinuclease ABC, subunit B]",[locus_tag=SynWH7803_0080],[protein_id=CAK22506.1],[gene=uvrB],[protein=Helicase subunit of the DNA excision repair complex],[evalue=0.00000E+00]
[locus_tag=PMT_0072],[protein_id=CAE20247.1],[gene=None],[protein=possible FAD binding domain],[locus_tag=SynWH7803_0079],[protein_id=CAK22505.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=1.12783E-23]
[locus_tag=PMT_0073],[protein_id=CAE20248.1],[gene=lysC],[protein=Aspartate kinase],[locus_tag=SynWH7803_0081],[protein_id=CAK22507.1],[gene=lysC],[protein=Aspartokinase],[evalue=0.00000E+00]
[locus_tag=PMT_0074],[protein_id=CAE20249.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=SynWH7803_0082],[protein_id=CAK22508.1],[gene=holA],"[protein=DNA polymerase III, delta subunit]",[evalue=5.38097E-171]
[locus_tag=PMT_0075],[protein_id=CAE20250.1],[gene=cobH],[protein=putative Precorrin-8X methylmutase CobH],[locus_tag=SynWH7803_0083],[protein_id=CAK22509.1],[gene=cobH],[protein=Precorrin-8X methylmutase],[evalue=4.38594E-83]
[locus_tag=PMT_0076],[protein_id=CAE20251.1],[gene=None],[protein=possible transporter component],[locus_tag=SynWH7803_2467],[protein_id=CAK24893.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=2.52208E-176],[locus_tag=SynWH7803_0129],[protein_id=CAK22555.1],[gene=None],[protein=Multidrug resistance efflux pump],[evalue=5.64383E-51]
[locus_tag=PMT_0077],[protein_id=CAE20252.1],[gene=None],"[protein=ABC transporter, multi drug efflux family]",[locus_tag=SynWH7803_2466],[protein_id=CAK24892.1],[gene=None],"[protein=ABC-type multidrug transport system, ATPase and permease components]",[evalue=0.00000E+00],[locus_tag=SynWH7803_0128],[protein_id=CAK22554.1],[gene=None],"[protein=ABC-type multidrug transport system, ATPase and permease components]",[evalue=0.00000E+00],[locus_tag=SynWH7803_1516],[protein_id=CAK23942.1],[gene=None],[protein=ABC-type multidrug transport system ATPase and permease components],[evalue=8.61316E-75]
[locus_tag=PMT_0078],[protein_id=CAE20253.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=SynWH7803_2464],[protein_id=CAK24890.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=1.01262E-75],[locus_tag=SynWH7803_0127],[protein_id=CAK22553.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=6.62578E-27]
[locus_tag=PMT_0079],[protein_id=CAE20254.1],"[gene=mutS,fdv]",[protein=putative DNA mismatch repair protein],[locus_tag=SynWH7803_0084],[protein_id=CAK22510.1],[gene=mutS],[protein=DNA mismatch repair protein MutS],[evalue=0.00000E+00],[locus_tag=SynWH7803_2097],[protein_id=CAK24523.1],[gene=None],[protein=Mismatch repair ATPase (MutS family)],[evalue=6.63135E-16]
[locus_tag=PMT_0081],[protein_id=CAE20256.1],[gene=ribH],"[protein=Putative 6,7-dimethyl-8-ribityllumazine synthase or riboflavin synthase beta chain]",[locus_tag=SynWH7803_0088],[protein_id=CAK22514.1],[gene=ribH],[protein=ribH Riboflavin synthase beta-chain],[evalue=5.40139E-100]
[locus_tag=PMT_0082],[protein_id=CAE20257.1],[gene=None],[protein=None],[locus_tag=SynWH7803_0098],[protein_id=CAK22524.1],[gene=None],[protein=Possible acetyltransferase],[evalue=1.28785E-80],[locus_tag=SynWH7803_0698],[protein_id=CAK23124.1],[gene=None],[protein=Possible acetyltransferase],[evalue=6.34619E-12]
[locus_tag=PMT_0083],[protein_id=CAE20258.1],[gene=secA],[protein=Preprotein translocase SecA subunit],[locus_tag=SynWH7803_0141],[protein_id=CAK22567.1],[gene=secA],[protein=Preprotein translocase SecA subunit],[evalue=0.00000E+00]
[locus_tag=PMT_0086],[protein_id=CAE20261.1],[gene=None],[protein=Possible UDP-glucose-4-epimerase],[locus_tag=SynWH7803_0245],[protein_id=CAK22671.1],[gene=None],[protein=NAD dependent epimerase/dehydratase],[evalue=2.56668E-31],[locus_tag=SynWH7803_0192],[protein_id=CAK22618.1],[gene=rfbB],"[protein=dTDP-glucose 4,6-dehydratase (Nucleoside-diphosphate-sugar epimerases)]",[evalue=6.72906E-31],[locus_tag=SynWH7803_0242],[protein_id=CAK22668.1],[gene=galE],[protein=UDP-glucose 4-epimerase],[evalue=2.35770E-27]
[locus_tag=PMT_0088],[protein_id=CAE20263.1],[gene=None],[protein=possible protease],[locus_tag=SynWH7803_0106],[protein_id=CAK22532.1],[gene=None],[protein=Possible Zn-dependent metalloprotease],[evalue=2.09982E-30]
[locus_tag=PMT_0093],[protein_id=CAE20268.1],[gene=None],[protein=multidrug efflux family ABC transporter],[locus_tag=SynWH7803_2466],[protein_id=CAK24892.1],[gene=None],"[protein=ABC-type multidrug transport system, ATPase and permease components]",[evalue=0.00000E+00],[locus_tag=SynWH7803_0128],[protein_id=CAK22554.1],[gene=None],"[protein=ABC-type multidrug transport system, ATPase and permease components]",[evalue=0.00000E+00],[locus_tag=SynWH7803_0557],[protein_id=CAK22983.1],[gene=None],"[protein=ABC-type multidrug transport system, ATPase and permease components]",[evalue=1.47094E-71]
